drug_id,target_id,uniprot_id,drug_name,target_name,pchembl_value
CHEMBL3137336,CHEMBL2918,P22694,UPROSERTIB,cAMP-dependent protein kinase catalytic subunit beta,7.31
CHEMBL3137336,CHEMBL3231,Q13464,UPROSERTIB,Rho-associated protein kinase 1,6.9
CHEMBL3137336,CHEMBL3384,Q16512,UPROSERTIB,Serine/threonine-protein kinase N1,7.12
CHEMBL3137336,CHEMBL4101,P17612,UPROSERTIB,cAMP-dependent protein kinase catalytic subunit alpha,8.0
CHEMBL3137336,CHEMBL4282,P31749,UPROSERTIB,RAC-alpha serine/threonine-protein kinase,10.18
CHEMBL3137336,CHEMBL4501,P23443,UPROSERTIB,Ribosomal protein S6 kinase beta-1,7.22
CHEMBL3137336,CHEMBL4578,Q14680,UPROSERTIB,Maternal embryonic leucine zipper kinase,6.62
CHEMBL3137336,CHEMBL4597,Q00536,UPROSERTIB,Cyclin-dependent kinase 16,7.44
CHEMBL3137336,CHEMBL4816,Q9Y243,UPROSERTIB,RAC-gamma serine/threonine-protein kinase,8.89
CHEMBL3137358,CHEMBL6066153,F5B4I0,SIMEPREVIR SODIUM,Non-structural protein 4b,9.44
CHEMBL313747,CHEMBL2009,P42261,JORO SPIDER TOXIN 3,Glutamate receptor 1,7.4
CHEMBL313747,CHEMBL2919,P22756,JORO SPIDER TOXIN 3,"Glutamate receptor ionotropic, kainate 1",7.72
CHEMBL313747,CHEMBL3595,P42263,JORO SPIDER TOXIN 3,Glutamate receptor 3,7.52
CHEMBL313747,CHEMBL3753,P19490,JORO SPIDER TOXIN 3,Glutamate receptor 1,7.19
CHEMBL313842,CHEMBL288,Q08499,ZARDAVERINE,"3',5'-cyclic-AMP phosphodiesterase 4D",6.8
CHEMBL3139186,CHEMBL2470,Q9QZN9,LY2828360,Cannabinoid receptor 2,7.43
CHEMBL3139186,CHEMBL253,P34972,LY2828360,Cannabinoid receptor 2,7.7
CHEMBL3139247,CHEMBL204,P00734,SEGATROXABAN,Prothrombin,9.52
CHEMBL3139247,CHEMBL244,P00742,SEGATROXABAN,Coagulation factor X,9.15
CHEMBL313971,CHEMBL4794,Q8NER1,ZUCAPSAICIN,Transient receptor potential cation channel subfamily V member 1,7.55
CHEMBL31410,CHEMBL1916,P18825,CORYNANTHEINE,Alpha-2C adrenergic receptor,6.79
CHEMBL31410,CHEMBL1942,P18089,CORYNANTHEINE,Alpha-2B adrenergic receptor,6.34
CHEMBL31410,CHEMBL223,P25100,CORYNANTHEINE,Alpha-1D adrenergic receptor,6.6
CHEMBL31410,CHEMBL229,P35348,CORYNANTHEINE,Alpha-1A adrenergic receptor,7.54
CHEMBL31410,CHEMBL232,P35368,CORYNANTHEINE,Alpha-1B adrenergic receptor,6.29
CHEMBL31410,CHEMBL289,P10635,CORYNANTHEINE,Cytochrome P450 2D6,7.1
CHEMBL314389,CHEMBL1829,O15379,OXAMFLATIN,Histone deacetylase 3,8.57
CHEMBL314389,CHEMBL1865,Q9UBN7,OXAMFLATIN,Protein deacetylase HDAC6,6.87
CHEMBL314389,CHEMBL1937,Q92769,OXAMFLATIN,Histone deacetylase 2,10.0
CHEMBL314389,CHEMBL2716,Q8WUI4,OXAMFLATIN,Histone deacetylase 7,6.49
CHEMBL314389,CHEMBL3192,Q9BY41,OXAMFLATIN,Histone deacetylase 8,10.0
CHEMBL314389,CHEMBL325,Q13547,OXAMFLATIN,Histone deacetylase 1,8.89
CHEMBL314437,CHEMBL233,P35372,MEPTAZINOL,Mu-type opioid receptor,7.5
CHEMBL314691,CHEMBL252,P25101,BQ-123,Endothelin-1 receptor,9.21
CHEMBL314691,CHEMBL4130,Q29010,BQ-123,Endothelin-1 receptor,7.66
CHEMBL314691,CHEMBL4566,P26684,BQ-123,Endothelin-1 receptor,7.85
CHEMBL314737,CHEMBL211,P08172,OXADIAZOLE,Muscarinic acetylcholine receptor M2,7.7
CHEMBL314737,CHEMBL216,P11229,OXADIAZOLE,Muscarinic acetylcholine receptor M1,6.4
CHEMBL314772,CHEMBL2271,Q9BTY2,DEOXYFUCONOJIRIMYCIN,Plasma alpha-L-fucosidase,8.01
CHEMBL314772,CHEMBL2710,P17164,DEOXYFUCONOJIRIMYCIN,Tissue alpha-L-fucosidase,6.47
CHEMBL314772,CHEMBL3545,Q2KIM0,DEOXYFUCONOJIRIMYCIN,Tissue alpha-L-fucosidase,8.77
CHEMBL314772,CHEMBL4176,P04066,DEOXYFUCONOJIRIMYCIN,Tissue alpha-L-fucosidase,8.21
CHEMBL314854,CHEMBL2274,Q9H228,FINGOLIMOD,Sphingosine 1-phosphate receptor 5,9.52
CHEMBL314854,CHEMBL3230,O95977,FINGOLIMOD,Sphingosine 1-phosphate receptor 4,9.52
CHEMBL314854,CHEMBL3714706,Q923J1,FINGOLIMOD,Transient receptor potential cation channel subfamily M member 7,6.14
CHEMBL314854,CHEMBL3892,Q99500,FINGOLIMOD,Sphingosine 1-phosphate receptor 3,8.52
CHEMBL314854,CHEMBL4333,P21453,FINGOLIMOD,Sphingosine 1-phosphate receptor 1,9.52
CHEMBL315021,CHEMBL227,P30556,FORASARTAN,Type-1 angiotensin II receptor,8.2
CHEMBL315021,CHEMBL263,P29089,FORASARTAN,Type-1 angiotensin II receptor B,8.16
CHEMBL31523,CHEMBL2929,Q8NBP7,PHENYL BUTYL BORINIC ACID,Proprotein convertase subtilisin/kexin type 9,6.0
CHEMBL315269,CHEMBL1781,P11387,RS-9-Aminocamptothecin,DNA topoisomerase 1,6.36
CHEMBL31561,CHEMBL220,P22303,P-XYLENE,Acetylcholinesterase,7.4
CHEMBL31574,CHEMBL1075189,P14618,FISETIN,Pyruvate kinase PKM,6.05
CHEMBL31574,CHEMBL220,P22303,FISETIN,Acetylcholinesterase,7.92
CHEMBL31574,CHEMBL2508,Q00534,FISETIN,Cyclin-dependent kinase 6,6.07
CHEMBL31574,CHEMBL3629,P68400,FISETIN,Casein kinase II subunit alpha,6.46
CHEMBL31574,CHEMBL3687,P18054,FISETIN,Polyunsaturated fatty acid lipoxygenase ALOX12,6.02
CHEMBL31574,CHEMBL3906,Q15349,FISETIN,Ribosomal protein S6 kinase alpha-2,6.05
CHEMBL31574,CHEMBL4150,Q965D5,FISETIN,Enoyl-acyl-carrier protein reductase,6.0
CHEMBL315815,CHEMBL254,P27815,PYRIDOPYRIDAZINONE,"3',5'-cyclic-AMP phosphodiesterase 4A",6.66
CHEMBL316004,CHEMBL273,P19327,LENPERONE,5-hydroxytryptamine receptor 1A,6.52
CHEMBL316004,CHEMBL324,P08909,LENPERONE,5-hydroxytryptamine receptor 2C,6.46
CHEMBL31601,CHEMBL286,P00797,REMIKIREN,Renin,10.6
CHEMBL316040,CHEMBL215,P09917,TEPOXALIN,Polyunsaturated fatty acid 5-lipoxygenase,7.16
CHEMBL316040,CHEMBL312,P12527,TEPOXALIN,Polyunsaturated fatty acid 5-lipoxygenase,6.82
CHEMBL316157,CHEMBL1641347,Q4U2R8,CEPHALORIDINE,Solute carrier family 22 member 6,6.13
CHEMBL31634,CHEMBL1795127,Q9QNF7,BRIVUDINE,Thymidine kinase,6.62
CHEMBL31634,CHEMBL1820,P06479,BRIVUDINE,Thymidine kinase,6.52
CHEMBL31634,CHEMBL2883,P04183,BRIVUDINE,"Thymidine kinase, cytosolic",7.0
CHEMBL316446,CHEMBL233,P35372,ENDOMORPHIN-1,Mu-type opioid receptor,9.54
CHEMBL316446,CHEMBL236,P41143,ENDOMORPHIN-1,Delta-type opioid receptor,6.03
CHEMBL316446,CHEMBL269,P33533,ENDOMORPHIN-1,Delta-type opioid receptor,6.24
CHEMBL316446,CHEMBL270,P33535,ENDOMORPHIN-1,Mu-type opioid receptor,9.8
CHEMBL316446,CHEMBL2858,P42866,ENDOMORPHIN-1,Mu-type opioid receptor,7.44
CHEMBL316446,CHEMBL3222,P32300,ENDOMORPHIN-1,Delta-type opioid receptor,7.58
CHEMBL316446,CHEMBL3614,P34975,ENDOMORPHIN-1,Kappa-type opioid receptor,7.28
CHEMBL316446,CHEMBL4354,P97266,ENDOMORPHIN-1,Mu-type opioid receptor,8.39
CHEMBL316735,CHEMBL1785,P24530,FELOPRENTAN,Endothelin receptor type B,8.32
CHEMBL316735,CHEMBL252,P25101,FELOPRENTAN,Endothelin-1 receptor,8.67
CHEMBL316997,CHEMBL332,P03956,(CYCLOPENTYLAMINO)CARBONYLPHOSPHONIC ACID,Interstitial collagenase,6.3
CHEMBL316997,CHEMBL333,P08253,(CYCLOPENTYLAMINO)CARBONYLPHOSPHONIC ACID,72 kDa type IV collagenase,7.1
CHEMBL317052,CHEMBL251,P29274,REGADENOSON ANHYDROUS,Adenosine receptor A2a,6.54
CHEMBL317052,CHEMBL302,P30543,REGADENOSON ANHYDROUS,Adenosine receptor A2a,6.54
CHEMBL317757,CHEMBL216,P11229,DIFLUOROBENZTROPINE,Muscarinic acetylcholine receptor M1,7.94
CHEMBL317757,CHEMBL222,P23975,DIFLUOROBENZTROPINE,Sodium-dependent noradrenaline transporter,6.07
CHEMBL317757,CHEMBL234,P35462,DIFLUOROBENZTROPINE,D(3) dopamine receptor,6.84
CHEMBL317757,CHEMBL238,Q01959,DIFLUOROBENZTROPINE,Sodium-dependent dopamine transporter,7.86
CHEMBL317757,CHEMBL276,P08482,DIFLUOROBENZTROPINE,Muscarinic acetylcholine receptor M1,8.21
CHEMBL317757,CHEMBL304,Q9WTR4,DIFLUOROBENZTROPINE,Norepinephrine transporter,6.21
CHEMBL317757,CHEMBL309,P10980,DIFLUOROBENZTROPINE,Muscarinic acetylcholine receptor M2,7.31
CHEMBL317757,CHEMBL338,P23977,DIFLUOROBENZTROPINE,Sodium-dependent dopamine transporter,8.39
CHEMBL317956,CHEMBL233,P35372,DELTORPHIN C,Mu-type opioid receptor,6.65
CHEMBL317956,CHEMBL236,P41143,DELTORPHIN C,Delta-type opioid receptor,8.89
CHEMBL317956,CHEMBL269,P33533,DELTORPHIN C,Delta-type opioid receptor,10.1
CHEMBL317956,CHEMBL270,P33535,DELTORPHIN C,Mu-type opioid receptor,6.83
CHEMBL317956,CHEMBL2858,P42866,DELTORPHIN C,Mu-type opioid receptor,9.47
CHEMBL317956,CHEMBL3222,P32300,DELTORPHIN C,Delta-type opioid receptor,9.96
CHEMBL317956,CHEMBL4354,P97266,DELTORPHIN C,Mu-type opioid receptor,8.54
CHEMBL317974,CHEMBL204,P00734,MACROCYCLIC TRIPEPTIDE MOTIF,Prothrombin,8.39
CHEMBL317974,CHEMBL3769,P00760,MACROCYCLIC TRIPEPTIDE MOTIF,Serine protease 1,9.0
CHEMBL318153,CHEMBL1075062,A3RLP8,EDOXUDINE,Thymidine kinase,6.82
CHEMBL3182314,CHEMBL4683,Q12884,SIVELESTAT SODIUM,Prolyl endopeptidase FAP,6.14
CHEMBL3182621,CHEMBL2964,P36507,AZD-8330,Dual specificity mitogen-activated protein kinase kinase 2,7.82
CHEMBL3182621,CHEMBL3587,Q02750,AZD-8330,Dual specificity mitogen-activated protein kinase kinase 1,7.62
CHEMBL3182733,CHEMBL217,P14416,PRAMIPEXOLE DIHYDROCHLORIDE,D(2) dopamine receptor,8.41
CHEMBL3182733,CHEMBL219,P21917,PRAMIPEXOLE DIHYDROCHLORIDE,D(4) dopamine receptor,8.89
CHEMBL3182733,CHEMBL234,P35462,PRAMIPEXOLE DIHYDROCHLORIDE,D(3) dopamine receptor,9.3
CHEMBL3183409,CHEMBL1871,P10275,APALUTAMIDE,Androgen receptor,7.8
CHEMBL3184679,CHEMBL1913,P09619,AZD-4547,Platelet-derived growth factor receptor beta,6.54
CHEMBL3184679,CHEMBL2041,P07949,AZD-4547,Proto-oncogene tyrosine-protein kinase receptor Ret,7.54
CHEMBL3184679,CHEMBL3650,P11362,AZD-4547,Fibroblast growth factor receptor 1,8.7
CHEMBL3184679,CHEMBL4599,Q07912,AZD-4547,Activated CDC42 kinase 1,6.83
CHEMBL3184679,CHEMBL4852,Q9Y4K4,AZD-4547,Mitogen-activated protein kinase kinase kinase kinase 5,8.22
CHEMBL3184679,CHEMBL5319,Q08345,AZD-4547,Epithelial discoidin domain-containing receptor 1,7.25
CHEMBL3184679,CHEMBL5330,Q12851,AZD-4547,Mitogen-activated protein kinase kinase kinase kinase 2,6.96
CHEMBL3184679,CHEMBL5432,Q8IVH8,AZD-4547,Mitogen-activated protein kinase kinase kinase kinase 3,7.31
CHEMBL3184679,CHEMBL5749,Q92918,AZD-4547,Mitogen-activated protein kinase kinase kinase kinase 1,6.45
CHEMBL3184679,CHEMBL6029,Q9BQI3,AZD-4547,Eukaryotic translation initiation factor 2-alpha kinase 1,6.77
CHEMBL3185084,CHEMBL205,P00918,SUCRALOSE,Carbonic anhydrase 2,6.52
CHEMBL3186534,CHEMBL2041,P07949,RIVOCERANIB,Proto-oncogene tyrosine-protein kinase receptor Ret,6.96
CHEMBL318728,CHEMBL279,P35968,GW549390X,Vascular endothelial growth factor receptor 2,6.87
CHEMBL3187365,CHEMBL1833,P41595,ASENAPINE,5-hydroxytryptamine receptor 2B,9.68
CHEMBL3187365,CHEMBL2056,P21728,ASENAPINE,D(1A) dopamine receptor,8.05
CHEMBL3187365,CHEMBL217,P14416,ASENAPINE,D(2) dopamine receptor,8.05
CHEMBL3187365,CHEMBL219,P21917,ASENAPINE,D(4) dopamine receptor,8.05
CHEMBL3187365,CHEMBL224,P28223,ASENAPINE,5-hydroxytryptamine receptor 2A,9.04
CHEMBL3187365,CHEMBL225,P28335,ASENAPINE,5-hydroxytryptamine receptor 2C,8.61
CHEMBL3187365,CHEMBL231,P35367,ASENAPINE,Histamine H1 receptor,9.0
CHEMBL3187365,CHEMBL234,P35462,ASENAPINE,D(3) dopamine receptor,8.03
CHEMBL3187365,CHEMBL3371,P50406,ASENAPINE,5-hydroxytryptamine receptor 6,9.6
CHEMBL318743,CHEMBL4523454,Q9H255,TETRAHYDROCURCUMIN,Olfactory receptor 51E2,6.24
CHEMBL3187503,CHEMBL5652,Q8TDV5,GSK-1292263,Glucose-dependent insulinotropic receptor,8.47
CHEMBL3187723,CHEMBL2964,P36507,BINIMETINIB,Dual specificity mitogen-activated protein kinase kinase 2,7.44
CHEMBL3187723,CHEMBL3587,Q02750,BINIMETINIB,Dual specificity mitogen-activated protein kinase kinase 1,7.92
CHEMBL318782,CHEMBL4685,P14902,Dichlon,"Indoleamine 2,3-dioxygenase 1",6.55
CHEMBL3187985,CHEMBL265,P18901,APOMORPHINE HYDROCHLORIDE,D(1A) dopamine receptor,6.62
CHEMBL3187985,CHEMBL3138,P19020,APOMORPHINE HYDROCHLORIDE,D(3) dopamine receptor,7.44
CHEMBL3187985,CHEMBL339,P61169,APOMORPHINE HYDROCHLORIDE,D(2) dopamine receptor,7.96
CHEMBL3187985,CHEMBL4523582,P0DTD1,APOMORPHINE HYDROCHLORIDE,Replicase polyprotein 1ab,6.28
CHEMBL3188267,CHEMBL3717,P08581,CAPMATINIB,Hepatocyte growth factor receptor,9.89
CHEMBL3188386,CHEMBL1255137,P56704,WNT-974,Protein Wnt-3a,9.42
CHEMBL3188386,CHEMBL1255163,Q9H237,WNT-974,Protein-serine O-palmitoleoyltransferase porcupine,9.4
CHEMBL3188386,CHEMBL1255164,Q9JJJ7,WNT-974,Protein-serine O-palmitoleoyltransferase porcupine,9.4
CHEMBL3188551,CHEMBL3130,O00329,GSK-2636771,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",7.24
CHEMBL3188551,CHEMBL3145,P42338,GSK-2636771,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",9.05
CHEMBL3188551,CHEMBL5554,O00750,GSK-2636771,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta,8.2
CHEMBL318859,CHEMBL233,P35372,ENADOLINE,Mu-type opioid receptor,7.66
CHEMBL318859,CHEMBL237,P41145,ENADOLINE,Kappa-type opioid receptor,9.57
CHEMBL318859,CHEMBL270,P33535,ENADOLINE,Mu-type opioid receptor,7.06
CHEMBL318859,CHEMBL3614,P34975,ENADOLINE,Kappa-type opioid receptor,10.0
CHEMBL3189075,CHEMBL313,P31652,MIDOMAFETAMINE HYDROCHLORIDE,Sodium-dependent serotonin transporter,6.68
CHEMBL31891,CHEMBL1809,P0ABQ4,BRODIMOPRIM,Dihydrofolate reductase,9.22
CHEMBL31891,CHEMBL1926,P16184,BRODIMOPRIM,Dihydrofolate reductase,7.51
CHEMBL31891,CHEMBL2363,Q920D2,BRODIMOPRIM,Dihydrofolate reductase,7.82
CHEMBL31891,CHEMBL2425,Q07422,BRODIMOPRIM,Bifunctional dihydrofolate reductase-thymidylate synthase,7.77
CHEMBL31891,CHEMBL2902,P00381,BRODIMOPRIM,Dihydrofolate reductase,7.95
CHEMBL31891,CHEMBL4888,Q8Z9J9,BRODIMOPRIM,Dihydrofolate reductase,8.18
CHEMBL319144,CHEMBL1075251,Q12051,MINODRONIC ACID,Geranylgeranyl pyrophosphate synthase BTS1,6.89
CHEMBL319144,CHEMBL1782,P14324,MINODRONIC ACID,Farnesyl pyrophosphate synthase,8.72
CHEMBL319144,CHEMBL4769,O95749,MINODRONIC ACID,Geranylgeranyl pyrophosphate synthase,6.17
CHEMBL319244,CHEMBL1900,P15121,CAFFEIC ACID PHENETHYL ESTER,Aldo-keto reductase family 1 member B1,6.24
CHEMBL319244,CHEMBL203,P00533,CAFFEIC ACID PHENETHYL ESTER,Epidermal growth factor receptor,6.0
CHEMBL319244,CHEMBL215,P09917,CAFFEIC ACID PHENETHYL ESTER,Polyunsaturated fatty acid 5-lipoxygenase,6.01
CHEMBL319244,CHEMBL221,P23219,CAFFEIC ACID PHENETHYL ESTER,Prostaglandin G/H synthase 1,6.08
CHEMBL319244,CHEMBL2903,P16050,CAFFEIC ACID PHENETHYL ESTER,Polyunsaturated fatty acid lipoxygenase ALOX15,6.89
CHEMBL319244,CHEMBL4040,P28482,CAFFEIC ACID PHENETHYL ESTER,Mitogen-activated protein kinase 1,6.16
CHEMBL319244,CHEMBL5983,O60218,CAFFEIC ACID PHENETHYL ESTER,Aldo-keto reductase family 1 member B10,7.34
CHEMBL319620,CHEMBL203,P00533,LAVENDUSTIN C,Epidermal growth factor receptor,7.52
CHEMBL319620,CHEMBL5284,Q96RR4,LAVENDUSTIN C,Calcium/calmodulin-dependent protein kinase kinase 2,6.7
CHEMBL31965,CHEMBL1075104,Q5S007,CANERTINIB,Leucine-rich repeat serine/threonine-protein kinase 2,6.3
CHEMBL31965,CHEMBL1824,P04626,CANERTINIB,Receptor tyrosine-protein kinase erbB-2,8.3
CHEMBL31965,CHEMBL1862,P00519,CANERTINIB,Tyrosine-protein kinase ABL1,7.66
CHEMBL31965,CHEMBL1936,P10721,CANERTINIB,Mast/stem cell growth factor receptor Kit,6.22
CHEMBL31965,CHEMBL1974,P36888,CANERTINIB,Receptor-type tyrosine-protein kinase FLT3,6.31
CHEMBL31965,CHEMBL203,P00533,CANERTINIB,Epidermal growth factor receptor,10.4
CHEMBL31965,CHEMBL2041,P07949,CANERTINIB,Proto-oncogene tyrosine-protein kinase receptor Ret,6.08
CHEMBL31965,CHEMBL2148,P52333,CANERTINIB,Tyrosine-protein kinase JAK3,6.2
CHEMBL31965,CHEMBL2250,P51451,CANERTINIB,Tyrosine-protein kinase Blk,7.54
CHEMBL31965,CHEMBL2252,P53634,CANERTINIB,Dipeptidyl peptidase 1,6.92
CHEMBL31965,CHEMBL258,P06239,CANERTINIB,Tyrosine-protein kinase Lck,6.5
CHEMBL31965,CHEMBL267,P12931,CANERTINIB,Proto-oncogene tyrosine-protein kinase Src,6.12
CHEMBL31965,CHEMBL3009,Q15303,CANERTINIB,Receptor tyrosine-protein kinase erbB-4,8.19
CHEMBL31965,CHEMBL3357,P51617,CANERTINIB,Interleukin-1 receptor-associated kinase 1,6.35
CHEMBL31965,CHEMBL3530,O14733,CANERTINIB,Dual specificity mitogen-activated protein kinase kinase 7,6.96
CHEMBL31965,CHEMBL3717,P08581,CANERTINIB,Hepatocyte growth factor receptor,6.08
CHEMBL31965,CHEMBL3834,P51813,CANERTINIB,Cytoplasmic tyrosine-protein kinase BMX,7.21
CHEMBL31965,CHEMBL3905,P07948,CANERTINIB,Tyrosine-protein kinase Lyn,6.11
CHEMBL31965,CHEMBL3981,O94804,CANERTINIB,Serine/threonine-protein kinase 10,6.37
CHEMBL31965,CHEMBL3987,P54756,CANERTINIB,Ephrin type-A receptor 5,6.57
CHEMBL31965,CHEMBL3988,P54764,CANERTINIB,Ephrin type-A receptor 4,6.51
CHEMBL31965,CHEMBL4014,P42684,CANERTINIB,Tyrosine-protein kinase ABL2,6.06
CHEMBL31965,CHEMBL4134,P29322,CANERTINIB,Ephrin type-A receptor 8,6.1
CHEMBL31965,CHEMBL4202,Q9H2G2,CANERTINIB,STE20-like serine/threonine-protein kinase,6.36
CHEMBL31965,CHEMBL4267,P37173,CANERTINIB,TGF-beta receptor type-2,6.1
CHEMBL31965,CHEMBL4355,O14976,CANERTINIB,Cyclin-G-associated kinase,7.36
CHEMBL31965,CHEMBL4367,P42681,CANERTINIB,Tyrosine-protein kinase TXK,6.16
CHEMBL31965,CHEMBL4526,Q9UF33,CANERTINIB,Ephrin type-A receptor 6,7.14
CHEMBL31965,CHEMBL4718,Q9BUB5,CANERTINIB,MAP kinase-interacting serine/threonine-protein kinase 1,6.58
CHEMBL31965,CHEMBL4937,P49674,CANERTINIB,Casein kinase I isoform epsilon,6.38
CHEMBL31965,CHEMBL4948,Q13163,CANERTINIB,Dual specificity mitogen-activated protein kinase kinase 5,7.22
CHEMBL31965,CHEMBL4954,P29320,CANERTINIB,Ephrin type-A receptor 3,6.19
CHEMBL31965,CHEMBL5014,O43353,CANERTINIB,Receptor-interacting serine/threonine-protein kinase 2,6.52
CHEMBL31965,CHEMBL5146,P11274,CANERTINIB,Breakpoint cluster region protein,6.16
CHEMBL31965,CHEMBL5251,Q06187,CANERTINIB,Tyrosine-protein kinase BTK,6.73
CHEMBL31965,CHEMBL5314,Q06418,CANERTINIB,Tyrosine-protein kinase receptor TYRO3,6.0
CHEMBL31965,CHEMBL5319,Q08345,CANERTINIB,Epithelial discoidin domain-containing receptor 1,6.4
CHEMBL31965,CHEMBL5330,Q12851,CANERTINIB,Mitogen-activated protein kinase kinase kinase kinase 2,6.48
CHEMBL31965,CHEMBL5836,O15197,CANERTINIB,Ephrin type-B receptor 6,6.19
CHEMBL31965,CHEMBL5838,P21860,CANERTINIB,Receptor tyrosine-protein kinase erbB-3,6.68
CHEMBL31965,CHEMBL6149,Q9Y2K2,CANERTINIB,Serine/threonine-protein kinase SIK3,6.16
CHEMBL31965,CHEMBL6191,Q56UN5,CANERTINIB,Mitogen-activated protein kinase kinase kinase 19,6.16
CHEMBL319706,CHEMBL1904,Q13224,(S)-IFENPRODIL,"Glutamate receptor ionotropic, NMDA 2B",8.0
CHEMBL319706,CHEMBL224,P28223,(S)-IFENPRODIL,5-hydroxytryptamine receptor 2A,6.43
CHEMBL319706,CHEMBL229,P35348,(S)-IFENPRODIL,Alpha-1A adrenergic receptor,6.28
CHEMBL319706,CHEMBL287,Q99720,(S)-IFENPRODIL,Sigma non-opioid intracellular receptor 1,6.9
CHEMBL319706,CHEMBL401,Q00961,(S)-IFENPRODIL,"Glutamate receptor ionotropic, NMDA 2C",7.26
CHEMBL319706,CHEMBL4105864,Q5U3Y7,(S)-IFENPRODIL,Sigma intracellular receptor 2,8.07
CHEMBL319706,CHEMBL4153,Q60492,(S)-IFENPRODIL,Sigma non-opioid intracellular receptor 1,6.9
CHEMBL32,CHEMBL4088,P0C1U9,MOXIFLOXACIN,DNA topoisomerase 4 subunit A,6.1
CHEMBL32039,CHEMBL1809,P0ABQ4,TETROXOPRIM,Dihydrofolate reductase,8.35
CHEMBL32039,CHEMBL2902,P00381,TETROXOPRIM,Dihydrofolate reductase,6.26
CHEMBL32039,CHEMBL4888,Q8Z9J9,TETROXOPRIM,Dihydrofolate reductase,8.35
CHEMBL320497,CHEMBL1829,O15379,SUBEROHYDROXAMIC ACID,Histone deacetylase 3,6.9
CHEMBL320497,CHEMBL1865,Q9UBN7,SUBEROHYDROXAMIC ACID,Protein deacetylase HDAC6,7.84
CHEMBL320497,CHEMBL1937,Q92769,SUBEROHYDROXAMIC ACID,Histone deacetylase 2,7.54
CHEMBL320497,CHEMBL3192,Q9BY41,SUBEROHYDROXAMIC ACID,Histone deacetylase 8,6.02
CHEMBL320497,CHEMBL325,Q13547,SUBEROHYDROXAMIC ACID,Histone deacetylase 1,7.72
CHEMBL320497,CHEMBL4919,Q94F81,SUBEROHYDROXAMIC ACID,Histone deacetylase HD2,6.5
CHEMBL320656,CHEMBL339,P61169,DEXCLAMOL,D(2) dopamine receptor,6.05
CHEMBL320753,CHEMBL4497,P03887,REL-SOLAMIN,NADH-ubiquinone oxidoreductase chain 1,8.68
CHEMBL320775,CHEMBL1952,P04818,NOLATREXED,Thymidylate synthase,7.82
CHEMBL320775,CHEMBL6137,C3SWJ7,NOLATREXED,Thymidylate synthase,7.31
CHEMBL3215298,CHEMBL256,P0DMS8,ABAMECTIN,Adenosine receptor A3,6.31
CHEMBL321582,CHEMBL289,P10635,BUCINDOLOL,Cytochrome P450 2D6,7.3
CHEMBL321691,CHEMBL3464,P29477,ETHYLISOTHIOUREA,"Nitric oxide synthase, inducible",8.28
CHEMBL321691,CHEMBL3568,P29475,ETHYLISOTHIOUREA,Nitric oxide synthase 1,7.54
CHEMBL321691,CHEMBL4481,P35228,ETHYLISOTHIOUREA,"Nitric oxide synthase, inducible",6.8
CHEMBL321691,CHEMBL4803,P29474,ETHYLISOTHIOUREA,Nitric oxide synthase 3,7.41
CHEMBL3218576,CHEMBL2842,P42345,COPANLISIB,Serine/threonine-protein kinase mTOR,7.35
CHEMBL3218576,CHEMBL3130,O00329,COPANLISIB,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",9.74
CHEMBL3218576,CHEMBL3145,P42338,COPANLISIB,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",8.43
CHEMBL3218576,CHEMBL3267,P48736,COPANLISIB,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",9.15
CHEMBL3218576,CHEMBL4005,P42336,COPANLISIB,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",9.96
CHEMBL3218578,CHEMBL1075165,Q8NEB9,BGT-226 FREE BASE,Phosphatidylinositol 3-kinase catalytic subunit type 3,8.15
CHEMBL3218578,CHEMBL1938223,Q96S44,BGT-226 FREE BASE,EKC/KEOPS complex subunit TP53RK,6.0
CHEMBL3218578,CHEMBL2292,Q13627,BGT-226 FREE BASE,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,6.04
CHEMBL3218578,CHEMBL2842,P42345,BGT-226 FREE BASE,Serine/threonine-protein kinase mTOR,8.7
CHEMBL3218578,CHEMBL3130,O00329,BGT-226 FREE BASE,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",7.42
CHEMBL3218578,CHEMBL3145,P42338,BGT-226 FREE BASE,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",7.25
CHEMBL3218578,CHEMBL3267,P48736,BGT-226 FREE BASE,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",7.42
CHEMBL3218578,CHEMBL4005,P42336,BGT-226 FREE BASE,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",8.4
CHEMBL3218578,CHEMBL4224,P49759,BGT-226 FREE BASE,Dual specificity protein kinase CLK1,6.61
