drug_id,target_id,uniprot_id,drug_name,target_name,pchembl_value
CHEMBL10,CHEMBL1835,P24557,SB-203580,Thromboxane-A synthase,6.31
CHEMBL10,CHEMBL1906,P04049,SB-203580,RAF proto-oncogene serine/threonine-protein kinase,6.48
CHEMBL10,CHEMBL1908387,P62344,SB-203580,Calcium-dependent protein kinase 1,6.07
CHEMBL10,CHEMBL1985,P47871,SB-203580,Glucagon receptor,7.43
CHEMBL10,CHEMBL203,P00533,SB-203580,Epidermal growth factor receptor,6.47
CHEMBL10,CHEMBL215,P09917,SB-203580,Polyunsaturated fatty acid 5-lipoxygenase,7.1
CHEMBL10,CHEMBL2336,P47811,SB-203580,Mitogen-activated protein kinase 14,7.7
CHEMBL10,CHEMBL2553,Q15418,SB-203580,Ribosomal protein S6 kinase alpha-1,6.5
CHEMBL10,CHEMBL260,Q16539,SB-203580,Mitogen-activated protein kinase 14,8.39
CHEMBL10,CHEMBL2637,P53779,SB-203580,Mitogen-activated protein kinase 10,7.6
CHEMBL10,CHEMBL2793,P48729,SB-203580,Casein kinase I isoform alpha,7.12
CHEMBL10,CHEMBL2828,P48730,SB-203580,Casein kinase I isoform delta,7.43
CHEMBL10,CHEMBL3397,P11712,SB-203580,Cytochrome P450 2C9,6.0
CHEMBL10,CHEMBL3622,P33261,SB-203580,Cytochrome P450 2C19,6.1
CHEMBL10,CHEMBL3961,Q15759,SB-203580,Mitogen-activated protein kinase 11,7.92
CHEMBL10,CHEMBL4179,P45984,SB-203580,Mitogen-activated protein kinase 9,7.02
CHEMBL10,CHEMBL4223,P42685,SB-203580,Tyrosine-protein kinase FRK,6.6
CHEMBL10,CHEMBL4312,Q9NRP7,SB-203580,Serine/threonine-protein kinase 36,6.07
CHEMBL10,CHEMBL4355,O14976,SB-203580,Cyclin-G-associated kinase,7.72
CHEMBL10,CHEMBL4527,Q9UKE5,SB-203580,TRAF2 and NCK-interacting protein kinase,6.09
CHEMBL10,CHEMBL4924,Q9UK32,SB-203580,Ribosomal protein S6 kinase alpha-6,6.6
CHEMBL10,CHEMBL4937,P49674,SB-203580,Casein kinase I isoform epsilon,7.2
CHEMBL10,CHEMBL5014,O43353,SB-203580,Receptor-interacting serine/threonine-protein kinase 2,8.0
CHEMBL10,CHEMBL5145,P15056,SB-203580,Serine/threonine-protein kinase B-raf,6.28
CHEMBL10,CHEMBL5169219,O42781,SB-203580,Mitogen-activated protein kinase 2,6.98
CHEMBL10,CHEMBL5319,Q08345,SB-203580,Epithelial discoidin domain-containing receptor 1,6.0
CHEMBL10,CHEMBL5346,P11344,SB-203580,Tyrosinase,7.47
CHEMBL10,CHEMBL5364,Q9UBE8,SB-203580,Serine/threonine-protein kinase NLK,7.6
CHEMBL10,CHEMBL5579,O14578,SB-203580,Citron Rho-interacting kinase,6.38
CHEMBL10,CHEMBL5615,Q6DT37,SB-203580,Serine/threonine-protein kinase MRCK gamma,6.4
CHEMBL10,CHEMBL5699,Q9H0K1,SB-203580,Serine/threonine-protein kinase SIK2,6.0
CHEMBL10,CHEMBL6051,Q5SC61,SB-203580,Mitogen-activated protein kinase 1,7.0
CHEMBL10,CHEMBL6166,O95819,SB-203580,Mitogen-activated protein kinase kinase kinase kinase 4,6.4
CHEMBL1000,CHEMBL231,P35367,CETIRIZINE,Histamine H1 receptor,8.23
CHEMBL100116,CHEMBL233,P35372,PENTAZOCINE,Mu-type opioid receptor,8.57
CHEMBL100116,CHEMBL236,P41143,PENTAZOCINE,Delta-type opioid receptor,7.21
CHEMBL100116,CHEMBL237,P41145,PENTAZOCINE,Kappa-type opioid receptor,8.66
CHEMBL100116,CHEMBL287,Q99720,PENTAZOCINE,Sigma non-opioid intracellular receptor 1,8.33
CHEMBL100116,CHEMBL4153,Q60492,PENTAZOCINE,Sigma non-opioid intracellular receptor 1,8.54
CHEMBL1002,CHEMBL210,P07550,LEVOSALBUTAMOL,Beta-2 adrenergic receptor,6.84
CHEMBL100473,CHEMBL3587,Q02750,U-0126,Dual specificity mitogen-activated protein kinase kinase 1,6.3
CHEMBL1005,CHEMBL270,P33535,REMIFENTANIL,Mu-type opioid receptor,9.22
CHEMBL1006,CHEMBL234,P35462,AMIFOSTINE,D(3) dopamine receptor,6.18
CHEMBL1007,CHEMBL1855,P30968,GONADORELIN,Gonadotropin-releasing hormone receptor,8.0
CHEMBL1007,CHEMBL2456,P16235,GONADORELIN,Lutropin-choriogonadotropic hormone receptor,8.9
CHEMBL1007,CHEMBL3066,P30969,GONADORELIN,Gonadotropin-releasing hormone receptor,8.7
CHEMBL100749,CHEMBL1978,P11511,rac-VOROZOLE,Aromatase,8.85
CHEMBL100749,CHEMBL3859,P22443,rac-VOROZOLE,Aromatase,8.52
CHEMBL1008,CHEMBL2366456,O35505,BEPRIDIL,Voltage-dependent L-type calcium channel subunit alpha-1C,6.68
CHEMBL1008,CHEMBL240,Q12809,BEPRIDIL,Voltage-gated inwardly rectifying potassium channel KCNH2,7.64
CHEMBL10085,CHEMBL214,P08908,MAZAPERTINE,5-hydroxytryptamine receptor 1A,8.77
CHEMBL10085,CHEMBL217,P14416,MAZAPERTINE,D(2) dopamine receptor,8.66
CHEMBL10085,CHEMBL229,P35348,MAZAPERTINE,Alpha-1A adrenergic receptor,10.7
CHEMBL10085,CHEMBL232,P35368,MAZAPERTINE,Alpha-1B adrenergic receptor,7.33
CHEMBL10085,CHEMBL234,P35462,MAZAPERTINE,D(3) dopamine receptor,8.74
CHEMBL10085,CHEMBL273,P19327,MAZAPERTINE,5-hydroxytryptamine receptor 1A,8.77
CHEMBL10085,CHEMBL3138,P19020,MAZAPERTINE,D(3) dopamine receptor,8.74
CHEMBL10085,CHEMBL315,P15823,MAZAPERTINE,Alpha-1B adrenergic receptor,7.33
CHEMBL10085,CHEMBL319,P43140,MAZAPERTINE,Alpha-1A adrenergic receptor,9.7
CHEMBL10085,CHEMBL339,P61169,MAZAPERTINE,D(2) dopamine receptor,8.66
CHEMBL100940,CHEMBL236,P41143,NALTRIBEN,Delta-type opioid receptor,10.89
CHEMBL100940,CHEMBL3952,P41144,NALTRIBEN,Kappa-type opioid receptor,6.82
CHEMBL100940,CHEMBL4354,P97266,NALTRIBEN,Mu-type opioid receptor,7.72
CHEMBL101,CHEMBL4523354,Q6XQN6,PHENYLBUTAZONE,Nicotinate phosphoribosyltransferase,10.0
CHEMBL101253,CHEMBL1844,P07333,VATALANIB,Macrophage colony-stimulating factor 1 receptor,7.75
CHEMBL101253,CHEMBL1868,P17948,VATALANIB,Vascular endothelial growth factor receptor 1,8.02
CHEMBL101253,CHEMBL1913,P09619,VATALANIB,Platelet-derived growth factor receptor beta,7.6
CHEMBL101253,CHEMBL1936,P10721,VATALANIB,Mast/stem cell growth factor receptor Kit,8.29
CHEMBL101253,CHEMBL1955,P35916,VATALANIB,Vascular endothelial growth factor receptor 3,6.72
CHEMBL101253,CHEMBL2007,P16234,VATALANIB,Platelet-derived growth factor receptor alpha,7.02
CHEMBL101253,CHEMBL203,P00533,VATALANIB,Epidermal growth factor receptor,6.34
CHEMBL101253,CHEMBL279,P35968,VATALANIB,Vascular endothelial growth factor receptor 2,8.0
CHEMBL101253,CHEMBL4223,P42685,VATALANIB,Tyrosine-protein kinase FRK,6.5
CHEMBL101253,CHEMBL5319,Q08345,VATALANIB,Epithelial discoidin domain-containing receptor 1,6.57
CHEMBL101309,CHEMBL2782,P35610,AVASIMIBE,Sterol O-acyltransferase 1,7.6
CHEMBL101309,CHEMBL285,O70536,AVASIMIBE,Sterol O-acyltransferase 1,6.32
CHEMBL101309,CHEMBL4464,Q61263,AVASIMIBE,Sterol O-acyltransferase 1,7.22
CHEMBL101326,CHEMBL1847,P28472,FIPRONIL,Gamma-aminobutyric acid receptor subunit beta-3,8.62
CHEMBL101326,CHEMBL3986,Q75NA5,FIPRONIL,GABA receptor subunit,8.64
CHEMBL1014,CHEMBL1697668,Q9Y6L6,CANDESARTAN CILEXETIL,Solute carrier organic anion transporter family member 1B1,6.4
CHEMBL1014,CHEMBL3948,P34976,CANDESARTAN CILEXETIL,Type-1 angiotensin II receptor,6.7
CHEMBL1016,CHEMBL227,P30556,CANDESARTAN,Type-1 angiotensin II receptor,9.16
CHEMBL1016,CHEMBL256,P0DMS8,CANDESARTAN,Adenosine receptor A3,6.16
CHEMBL1016,CHEMBL329,P25095,CANDESARTAN,Type-1 angiotensin II receptor A,8.5
CHEMBL1016,CHEMBL3374,P25104,CANDESARTAN,Type-1 angiotensin II receptor,6.96
CHEMBL1016,CHEMBL3948,P34976,CANDESARTAN,Type-1 angiotensin II receptor,9.19
CHEMBL1017,CHEMBL1743121,Q9NPD5,TELMISARTAN,Solute carrier organic anion transporter family member 1B3,6.02
CHEMBL1017,CHEMBL227,P30556,TELMISARTAN,Type-1 angiotensin II receptor,9.31
CHEMBL1017,CHEMBL235,P37231,TELMISARTAN,Peroxisome proliferator-activated receptor gamma,6.16
CHEMBL1017,CHEMBL263,P29089,TELMISARTAN,Type-1 angiotensin II receptor B,8.52
CHEMBL1017,CHEMBL329,P25095,TELMISARTAN,Type-1 angiotensin II receptor A,9.64
CHEMBL1017,CHEMBL3491,P51589,TELMISARTAN,Cytochrome P450 2J2,7.0
CHEMBL1017,CHEMBL4607,P50052,TELMISARTAN,Type-2 angiotensin II receptor,9.48
CHEMBL101740,CHEMBL231,P35367,CIDOXEPIN,Histamine H1 receptor,9.07
CHEMBL10188,CHEMBL2327,P21452,TALNETANT,Substance-K receptor,6.84
CHEMBL10188,CHEMBL3154,P16177,TALNETANT,Neuromedin-K receptor,6.72
CHEMBL10188,CHEMBL3799,P30098,TALNETANT,Neuromedin-K receptor,8.42
CHEMBL10188,CHEMBL4429,P29371,TALNETANT,Neuromedin-K receptor,9.0
CHEMBL101892,CHEMBL3589,P55263,SANGIVAMYCIN,Adenosine kinase,6.33
CHEMBL101892,CHEMBL5607,Q15835,SANGIVAMYCIN,Rhodopsin kinase GRK1,6.75
CHEMBL1020,CHEMBL2157,P10145,TOLMETIN,Interleukin-8,7.05
CHEMBL1020,CHEMBL221,P23219,TOLMETIN,Prostaglandin G/H synthase 1,7.39
CHEMBL1020,CHEMBL230,P35354,TOLMETIN,Prostaglandin G/H synthase 2,6.09
CHEMBL102276,CHEMBL6108,O64411,IMINOCTADIENE,Polyamine oxidase 1,8.12
CHEMBL1023,CHEMBL1870,P28702,BEXAROTENE,Retinoic acid receptor RXR-beta,8.23
CHEMBL1023,CHEMBL2003,P13631,BEXAROTENE,Retinoic acid receptor gamma,6.89
CHEMBL1023,CHEMBL2004,P48443,BEXAROTENE,Retinoic acid receptor RXR-gamma,8.08
CHEMBL1023,CHEMBL2008,P10826,BEXAROTENE,Retinoic acid receptor beta,7.3
CHEMBL1023,CHEMBL2055,P10276,BEXAROTENE,Retinoic acid receptor alpha,8.22
CHEMBL1023,CHEMBL2061,P19793,BEXAROTENE,Retinoic acid receptor RXR-alpha,8.57
CHEMBL1023,CHEMBL2808,Q13133,BEXAROTENE,Oxysterols receptor LXR-alpha,6.71
CHEMBL1023,CHEMBL3084,P28700,BEXAROTENE,Retinoic acid receptor RXR-alpha,7.4
CHEMBL1023,CHEMBL4047,P28704,BEXAROTENE,Retinoic acid receptor RXR-beta,7.68
CHEMBL1023,CHEMBL4093,P55055,BEXAROTENE,Oxysterols receptor LXR-beta,6.36
CHEMBL1023,CHEMBL4402,P28705,BEXAROTENE,Retinoic acid receptor RXR-gamma,7.7
CHEMBL1023,CHEMBL4431,Q05343,BEXAROTENE,Retinoic acid receptor RXR-alpha,7.4
CHEMBL10247,CHEMBL1808,P12821,THIORPHAN,Angiotensin-converting enzyme,6.85
CHEMBL10247,CHEMBL1944,P08473,THIORPHAN,Neprilysin,9.0
CHEMBL10247,CHEMBL3369,P07861,THIORPHAN,Neprilysin,8.82
CHEMBL10247,CHEMBL3768,P08049,THIORPHAN,Neprilysin,8.72
CHEMBL10247,CHEMBL4074,P12822,THIORPHAN,Angiotensin-converting enzyme,6.38
CHEMBL10247,CHEMBL4791,P42892,THIORPHAN,Endothelin-converting enzyme 1,8.1
CHEMBL10247,CHEMBL6107,P19621,THIORPHAN,Neprilysin,8.21
CHEMBL1025,CHEMBL220,P22303,ISOFLUROPHATE,Acetylcholinesterase,6.92
CHEMBL1025,CHEMBL3383,Q29550,ISOFLUROPHATE,Liver carboxylesterase,7.3
CHEMBL1025,CHEMBL4078,O42275,ISOFLUROPHATE,Acetylcholinesterase,6.32
CHEMBL1027,CHEMBL1903,P30531,TIAGABINE,Sodium- and chloride-dependent GABA transporter 1,7.77
CHEMBL1027,CHEMBL4054,P23978,TIAGABINE,Sodium- and chloride-dependent GABA transporter 1,7.16
CHEMBL1027,CHEMBL4228,P31651,TIAGABINE,GABA transporter 2,6.75
CHEMBL1027,CHEMBL5445,P31648,TIAGABINE,Sodium- and chloride-dependent GABA transporter 1,7.56
CHEMBL102714,CHEMBL2553,Q15418,SB-216763,Ribosomal protein S6 kinase alpha-1,7.0
CHEMBL102714,CHEMBL262,P49841,SB-216763,Glycogen synthase kinase-3 beta,8.15
CHEMBL102714,CHEMBL2850,P49840,SB-216763,Glycogen synthase kinase-3 alpha,7.47
CHEMBL102714,CHEMBL308,P06493,SB-216763,Cyclin-dependent kinase 1,6.26
CHEMBL10284,CHEMBL2327,P21452,SB-222200,Substance-K receptor,6.56
CHEMBL10284,CHEMBL4429,P29371,SB-222200,Neuromedin-K receptor,8.7
CHEMBL1029,CHEMBL1667666,B5THE3,MIGLUSTAT,Sucrase-isomaltase,6.22
CHEMBL1029,CHEMBL2608,P10253,MIGLUSTAT,Lysosomal alpha-glucosidase,7.0
CHEMBL1029,CHEMBL2748,P14410,MIGLUSTAT,"Sucrase-isomaltase, intestinal",6.3
CHEMBL1029,CHEMBL3114,P23739,MIGLUSTAT,"Sucrase-isomaltase, intestinal",6.24
CHEMBL1029,CHEMBL3761,Q9HCG7,MIGLUSTAT,Beta-glucosidase,7.85
CHEMBL1029,CHEMBL5280,Q9LGC6,MIGLUSTAT,Alpha-glucosidase,6.38
CHEMBL1029,CHEMBL5614,Q69ZF3,MIGLUSTAT,Non-lysosomal glucosylceramidase,6.85
CHEMBL103,CHEMBL1871,P10275,PROGESTERONE,Androgen receptor,8.07
CHEMBL103,CHEMBL1909044,Q690N0,PROGESTERONE,Progesterone receptor,8.44
CHEMBL103,CHEMBL1994,P08235,PROGESTERONE,Mineralocorticoid receptor,9.41
CHEMBL103,CHEMBL2034,P04150,PROGESTERONE,Glucocorticoid receptor,7.52
CHEMBL103,CHEMBL208,P06401,PROGESTERONE,Progesterone receptor,10.0
CHEMBL103,CHEMBL2421,P08185,PROGESTERONE,Corticosteroid-binding globulin,7.38
CHEMBL103,CHEMBL287,Q99720,PROGESTERONE,Sigma non-opioid intracellular receptor 1,6.58
CHEMBL103,CHEMBL3056,P19091,PROGESTERONE,Androgen receptor,7.43
CHEMBL103,CHEMBL3072,P15207,PROGESTERONE,Androgen receptor,6.84
CHEMBL103,CHEMBL3305,P04278,PROGESTERONE,Sex hormone-binding globulin,6.94
CHEMBL103,CHEMBL3456,P06186,PROGESTERONE,Progesterone receptor,8.22
CHEMBL103,CHEMBL3602,Q9R0C9,PROGESTERONE,Sigma non-opioid intracellular receptor 1,6.62
CHEMBL103,CHEMBL4153,Q60492,PROGESTERONE,Sigma non-opioid intracellular receptor 1,6.18
CHEMBL103,CHEMBL5738,P02692,PROGESTERONE,"Fatty acid-binding protein, liver",7.57
CHEMBL1031,CHEMBL2359,P11275,5-HYDROXY-DICLOFENAC,Calcium/calmodulin-dependent protein kinase type II subunit alpha,7.66
CHEMBL1031,CHEMBL4147,Q9UQM7,5-HYDROXY-DICLOFENAC,Calcium/calmodulin-dependent protein kinase type II subunit alpha,6.52
CHEMBL103104,CHEMBL301,P24941,GW831090X,Cyclin-dependent kinase 2,8.04
CHEMBL103104,CHEMBL308,P06493,GW831090X,Cyclin-dependent kinase 1,6.4
CHEMBL103115,CHEMBL301,P24941,GW831091X,Cyclin-dependent kinase 2,7.9
CHEMBL103115,CHEMBL308,P06493,GW831091X,Cyclin-dependent kinase 1,6.7
CHEMBL10316,CHEMBL1867,P08913,IDAZOXAN,Alpha-2A adrenergic receptor,8.15
CHEMBL10316,CHEMBL1916,P18825,IDAZOXAN,Alpha-2C adrenergic receptor,7.75
CHEMBL10316,CHEMBL1942,P18089,IDAZOXAN,Alpha-2B adrenergic receptor,7.71
CHEMBL10316,CHEMBL1951,P21397,IDAZOXAN,Amine oxidase [flavin-containing] A,6.0
CHEMBL10316,CHEMBL2039,P27338,IDAZOXAN,Amine oxidase [flavin-containing] B,6.0
CHEMBL10316,CHEMBL3923,Q9Y2I1,IDAZOXAN,Nischarin,8.1
CHEMBL10316,CHEMBL4744,Q28838,IDAZOXAN,Alpha-2A adrenergic receptor,8.82
CHEMBL10316,CHEMBL4892,P18130,IDAZOXAN,Alpha-1A adrenergic receptor,6.3
CHEMBL1034,CHEMBL221,P23219,DICLOFENAC SODIUM,Prostaglandin G/H synthase 1,8.52
CHEMBL1034,CHEMBL230,P35354,DICLOFENAC SODIUM,Prostaglandin G/H synthase 2,8.89
CHEMBL1034,CHEMBL2949,P05979,DICLOFENAC SODIUM,Prostaglandin G/H synthase 1,6.8
CHEMBL10347,CHEMBL1867,P08913,RAUWOLSCINE,Alpha-2A adrenergic receptor,8.34
CHEMBL10347,CHEMBL1916,P18825,RAUWOLSCINE,Alpha-2C adrenergic receptor,9.0
CHEMBL10347,CHEMBL1942,P18089,RAUWOLSCINE,Alpha-2B adrenergic receptor,8.33
CHEMBL10347,CHEMBL214,P08908,RAUWOLSCINE,5-hydroxytryptamine receptor 1A,7.4
CHEMBL10347,CHEMBL223,P25100,RAUWOLSCINE,Alpha-1D adrenergic receptor,8.46
CHEMBL10347,CHEMBL232,P35368,RAUWOLSCINE,Alpha-1B adrenergic receptor,9.22
CHEMBL10347,CHEMBL2592,P29276,RAUWOLSCINE,Adenosine receptor A2b,7.86
CHEMBL10347,CHEMBL326,P23944,RAUWOLSCINE,Alpha-1D adrenergic receptor,7.46
CHEMBL10347,CHEMBL3762,P22002,RAUWOLSCINE,Voltage-dependent L-type calcium channel subunit alpha-1C,7.4
CHEMBL10347,CHEMBL4744,Q28838,RAUWOLSCINE,Alpha-2A adrenergic receptor,8.47
CHEMBL10347,CHEMBL4892,P18130,RAUWOLSCINE,Alpha-1A adrenergic receptor,6.03
CHEMBL1036,CHEMBL217,P14416,HYDROXYHALOPERIDOL,D(2) dopamine receptor,7.04
CHEMBL1036,CHEMBL287,Q99720,HYDROXYHALOPERIDOL,Sigma non-opioid intracellular receptor 1,7.84
CHEMBL1036,CHEMBL339,P61169,HYDROXYHALOPERIDOL,D(2) dopamine receptor,6.63
CHEMBL1036,CHEMBL4105864,Q5U3Y7,HYDROXYHALOPERIDOL,Sigma intracellular receptor 2,8.62
CHEMBL1036,CHEMBL4153,Q60492,HYDROXYHALOPERIDOL,Sigma non-opioid intracellular receptor 1,8.64
CHEMBL103600,CHEMBL2903,P16050,DIMETHYLNORDIHYDROGUARIERATE ACID,Polyunsaturated fatty acid lipoxygenase ALOX15,6.24
CHEMBL103667,CHEMBL1825,P01375,DORAMAPIMOD,Tumor necrosis factor,7.75
CHEMBL103667,CHEMBL1862,P00519,DORAMAPIMOD,Tyrosine-protein kinase ABL1,7.39
CHEMBL103667,CHEMBL1868,P17948,DORAMAPIMOD,Vascular endothelial growth factor receptor 1,6.6
CHEMBL103667,CHEMBL1913,P09619,DORAMAPIMOD,Platelet-derived growth factor receptor beta,6.0
CHEMBL103667,CHEMBL1936,P10721,DORAMAPIMOD,Mast/stem cell growth factor receptor Kit,6.77
CHEMBL103667,CHEMBL1955,P35916,DORAMAPIMOD,Vascular endothelial growth factor receptor 3,6.57
CHEMBL103667,CHEMBL1974,P36888,DORAMAPIMOD,Receptor-type tyrosine-protein kinase FLT3,6.05
CHEMBL103667,CHEMBL203,P00533,DORAMAPIMOD,Epidermal growth factor receptor,6.7
CHEMBL103667,CHEMBL2041,P07949,DORAMAPIMOD,Proto-oncogene tyrosine-protein kinase receptor Ret,7.52
CHEMBL103667,CHEMBL2068,P29317,DORAMAPIMOD,Ephrin type-A receptor 2,6.8
CHEMBL103667,CHEMBL2250,P51451,DORAMAPIMOD,Tyrosine-protein kinase Blk,6.17
CHEMBL103667,CHEMBL2336,P47811,DORAMAPIMOD,Mitogen-activated protein kinase 14,10.34
CHEMBL103667,CHEMBL260,Q16539,DORAMAPIMOD,Mitogen-activated protein kinase 14,10.34
CHEMBL103667,CHEMBL2637,P53779,DORAMAPIMOD,Mitogen-activated protein kinase 10,7.4
CHEMBL103667,CHEMBL279,P35968,DORAMAPIMOD,Vascular endothelial growth factor receptor 2,6.6
CHEMBL103667,CHEMBL2815,P04629,DORAMAPIMOD,High affinity nerve growth factor receptor,6.8
CHEMBL103667,CHEMBL2939,O15264,DORAMAPIMOD,Mitogen-activated protein kinase 13,7.7
CHEMBL103667,CHEMBL3290,P29323,DORAMAPIMOD,Ephrin type-B receptor 2,6.8
CHEMBL103667,CHEMBL3886,Q9NYL2,DORAMAPIMOD,Mitogen-activated protein kinase kinase kinase 20,6.07
CHEMBL103667,CHEMBL3905,P07948,DORAMAPIMOD,Tyrosine-protein kinase Lyn,6.2
CHEMBL103667,CHEMBL3961,Q15759,DORAMAPIMOD,Mitogen-activated protein kinase 11,8.15
CHEMBL103667,CHEMBL3981,O94804,DORAMAPIMOD,Serine/threonine-protein kinase 10,8.15
CHEMBL103667,CHEMBL3987,P54756,DORAMAPIMOD,Ephrin type-A receptor 5,7.05
CHEMBL103667,CHEMBL3988,P54764,DORAMAPIMOD,Ephrin type-A receptor 4,7.16
CHEMBL103667,CHEMBL4036,Q00535,DORAMAPIMOD,Cyclin-dependent kinase 5,6.41
CHEMBL103667,CHEMBL4128,Q02763,DORAMAPIMOD,Angiopoietin-1 receptor,7.96
CHEMBL103667,CHEMBL4134,P29322,DORAMAPIMOD,Ephrin type-A receptor 8,6.85
CHEMBL103667,CHEMBL4179,P45984,DORAMAPIMOD,Mitogen-activated protein kinase 9,8.34
CHEMBL103667,CHEMBL4202,Q9H2G2,DORAMAPIMOD,STE20-like serine/threonine-protein kinase,7.07
CHEMBL103667,CHEMBL4223,P42685,DORAMAPIMOD,Tyrosine-protein kinase FRK,6.44
CHEMBL103667,CHEMBL4302,P08183,DORAMAPIMOD,ATP-dependent translocase ABCB1,6.28
CHEMBL103667,CHEMBL4526,Q9UF33,DORAMAPIMOD,Ephrin type-A receptor 6,6.37
CHEMBL103667,CHEMBL4527,Q9UKE5,DORAMAPIMOD,TRAF2 and NCK-interacting protein kinase,8.0
CHEMBL103667,CHEMBL4602,Q15375,DORAMAPIMOD,Ephrin type-A receptor 7,6.66
CHEMBL103667,CHEMBL4674,P53778,DORAMAPIMOD,Mitogen-activated protein kinase 12,8.54
CHEMBL103667,CHEMBL4898,Q16620,DORAMAPIMOD,BDNF/NT-3 growth factors receptor,7.3
CHEMBL103667,CHEMBL4954,P29320,DORAMAPIMOD,Ephrin type-A receptor 3,6.24
CHEMBL103667,CHEMBL5052,Q9Y5S2,DORAMAPIMOD,Serine/threonine-protein kinase MRCK beta,6.04
CHEMBL103667,CHEMBL5072,P54762,DORAMAPIMOD,Ephrin type-B receptor 1,6.96
CHEMBL103667,CHEMBL5122,Q16832,DORAMAPIMOD,Discoidin domain-containing receptor 2,8.0
CHEMBL103667,CHEMBL5145,P15056,DORAMAPIMOD,Serine/threonine-protein kinase B-raf,7.22
CHEMBL103667,CHEMBL5147,P54760,DORAMAPIMOD,Ephrin type-B receptor 4,6.05
CHEMBL103667,CHEMBL5274,P35590,DORAMAPIMOD,Tyrosine-protein kinase receptor Tie-1,8.08
CHEMBL103667,CHEMBL5319,Q08345,DORAMAPIMOD,Epithelial discoidin domain-containing receptor 1,8.72
CHEMBL103667,CHEMBL5364,Q9UBE8,DORAMAPIMOD,Serine/threonine-protein kinase NLK,6.0
CHEMBL103667,CHEMBL5469,Q14289,DORAMAPIMOD,Protein-tyrosine kinase 2-beta,6.4
CHEMBL103667,CHEMBL5518,Q8N4C8,DORAMAPIMOD,Misshapen-like kinase 1,7.4
CHEMBL103667,CHEMBL5547,Q8NFD2,DORAMAPIMOD,Ankyrin repeat and protein kinase domain-containing protein 1,6.0
CHEMBL103667,CHEMBL5608,Q16288,DORAMAPIMOD,NT-3 growth factor receptor,6.72
CHEMBL103667,CHEMBL5719,P49336,DORAMAPIMOD,Cyclin-dependent kinase 8,6.8
CHEMBL103667,CHEMBL5776,O43318,DORAMAPIMOD,Mitogen-activated protein kinase kinase kinase 7,6.82
CHEMBL103667,CHEMBL5810,P21709,DORAMAPIMOD,Ephrin type-A receptor 1,6.2
CHEMBL103667,CHEMBL5976,P04792,DORAMAPIMOD,Heat shock protein beta-1,7.24
CHEMBL103667,CHEMBL6002,Q9BWU1,DORAMAPIMOD,Cyclin-dependent kinase 19,6.7
CHEMBL103667,CHEMBL6166,O95819,DORAMAPIMOD,Mitogen-activated protein kinase kinase kinase kinase 4,7.05
CHEMBL10372,CHEMBL1900,P15121,ZOPOLRESTAT,Aldo-keto reductase family 1 member B1,9.0
CHEMBL10372,CHEMBL2424,Q04760,ZOPOLRESTAT,Lactoylglutathione lyase,8.92
CHEMBL10372,CHEMBL2622,P07943,ZOPOLRESTAT,Aldo-keto reductase family 1 member B1,8.3
CHEMBL10372,CHEMBL3421523,Q5RJP0,ZOPOLRESTAT,Aldo-keto reductase family 1 member B7,7.31
CHEMBL10372,CHEMBL5983,O60218,ZOPOLRESTAT,Aldo-keto reductase family 1 member B10,6.21
CHEMBL104,CHEMBL1293251,C4YTQ8,CLOTRIMAZOLE,ATP-dependent molecular chaperone HSP82,6.88
CHEMBL104,CHEMBL1681615,P9WPP7,CLOTRIMAZOLE,Mycocyclosin synthase,7.14
CHEMBL104,CHEMBL1681624,Q96W81,CLOTRIMAZOLE,14-alpha sterol demethylase,6.99
CHEMBL104,CHEMBL1835,P24557,CLOTRIMAZOLE,Thromboxane-A synthase,7.85
CHEMBL104,CHEMBL1940,Q13936,CLOTRIMAZOLE,Voltage-dependent L-type calcium channel subunit alpha-1C,6.23
CHEMBL104,CHEMBL1978,P11511,CLOTRIMAZOLE,Aromatase,8.74
CHEMBL104,CHEMBL233,P35372,CLOTRIMAZOLE,Mu-type opioid receptor,6.14
CHEMBL104,CHEMBL234,P35462,CLOTRIMAZOLE,D(3) dopamine receptor,6.05
CHEMBL104,CHEMBL289,P10635,CLOTRIMAZOLE,Cytochrome P450 2D6,6.05
CHEMBL104,CHEMBL3397,P11712,CLOTRIMAZOLE,Cytochrome P450 2C9,7.8
CHEMBL104,CHEMBL340,P08684,CLOTRIMAZOLE,Cytochrome P450 3A4,7.8
CHEMBL104,CHEMBL3522,P05093,CLOTRIMAZOLE,"Steroid 17-alpha-hydroxylase/17,20 lyase",7.09
CHEMBL104,CHEMBL3622,P33261,CLOTRIMAZOLE,Cytochrome P450 2C19,7.8
CHEMBL104,CHEMBL3721,P10632,CLOTRIMAZOLE,Cytochrome P450 2C8,6.09
CHEMBL104,CHEMBL3849,Q16850,CLOTRIMAZOLE,Lanosterol 14-alpha demethylase,6.89
CHEMBL104,CHEMBL4305,O15554,CLOTRIMAZOLE,Intermediate conductance calcium-activated potassium channel protein 4,7.16
CHEMBL104,CHEMBL4523494,Q9UNU6,CLOTRIMAZOLE,7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase,6.1
CHEMBL104,CHEMBL5090,P9WPP9,CLOTRIMAZOLE,Sterol 14alpha-demethylase,6.7
