drug,disease,jaccard_score,n_connecting_targets
CHEMBL10,EFO_0003060,0.03571428571428571,1
CHEMBL10,EFO_0001071,0.03571428571428571,1
CHEMBL10,EFO_0010116,0.03571428571428571,1
CHEMBL10,EFO_0004995,0.03571428571428571,1
CHEMBL10,MONDO_0005147,0.03571428571428571,1
CHEMBL10,MONDO_0004992,0.03571428571428571,1
CHEMBL10,MONDO_0016660,0.03571428571428571,1
CHEMBL1000,HP_0002017,1.0,1
CHEMBL100116,EFO_0007486,0.25,1
CHEMBL100116,EFO_0022041,0.25,1
CHEMBL100116,EFO_0001356,0.25,1
CHEMBL1002,MONDO_0004979,1.0,1
CHEMBL1002,EFO_0000341,1.0,1
CHEMBL1006,EFO_0000677,1.0,1
CHEMBL1006,EFO_0004895,1.0,1
CHEMBL100749,OBA_1000110,1.0,1
CHEMBL10085,EFO_0007319,0.2,1
CHEMBL10085,HP_0001742,0.4,2
CHEMBL10085,MONDO_0004985,0.2,1
CHEMBL10085,EFO_0008533,0.2,1
CHEMBL10085,HP_0002017,0.2,1
CHEMBL10085,EFO_0000677,0.2,1
CHEMBL10085,EFO_0007214,0.2,1
CHEMBL10085,HP_0012735,0.2,1
CHEMBL10085,HP_0002013,0.2,1
CHEMBL10085,EFO_0003956,0.2,1
CHEMBL10085,EFO_0005751,0.2,1
CHEMBL10085,EFO_0000537,0.2,1
CHEMBL10085,EFO_0003756,0.2,1
CHEMBL10085,EFO_0005252,0.2,1
CHEMBL10085,EFO_0004895,0.2,1
CHEMBL101253,MONDO_0005575,0.1,1
CHEMBL101253,EFO_0000768,0.1,1
CHEMBL101253,EFO_0001645,0.1,1
CHEMBL101253,EFO_0010116,0.1,1
CHEMBL101253,EFO_0005091,0.1,1
CHEMBL101253,MONDO_0014704,0.1,1
CHEMBL101253,MONDO_0032913,0.1,1
CHEMBL101253,EFO_1001901,0.1,1
CHEMBL101253,EFO_0009448,0.1,1
CHEMBL101253,OBA_2050068,0.1,1
CHEMBL101326,EFO_0006788,1.0,1
CHEMBL101326,MONDO_0007079,1.0,1
CHEMBL101326,EFO_0007453,1.0,1
CHEMBL101326,EFO_0004263,1.0,1
CHEMBL1014,EFO_0005058,1.0,1
CHEMBL1014,EFO_0004530,1.0,1
CHEMBL1014,OBA_0003460,1.0,1
CHEMBL1014,EFO_0800371,1.0,1
CHEMBL1016,MONDO_0005148,0.5,1
CHEMBL1016,EFO_0000612,0.5,1
CHEMBL1016,EFO_0003086,0.5,1
CHEMBL1017,MONDO_0005148,0.2,1
CHEMBL1017,EFO_0000612,0.2,1
CHEMBL1017,EFO_0004509,0.2,1
CHEMBL1017,EFO_0003086,0.2,1
CHEMBL101740,HP_0002017,1.0,1
CHEMBL101892,MONDO_0100255,0.5,1
CHEMBL1020,EFO_0005757,0.3333333333333333,1
CHEMBL1020,EFO_0001645,0.3333333333333333,1
CHEMBL1020,EFO_0002609,0.3333333333333333,1
CHEMBL1020,MONDO_0002258,0.3333333333333333,1
CHEMBL1020,HP_0001643,0.3333333333333333,1
CHEMBL1020,EFO_0003956,0.3333333333333333,1
CHEMBL1020,EFO_0000729,0.3333333333333333,1
CHEMBL1020,MONDO_0000831,0.3333333333333333,1
CHEMBL1020,Orphanet_733,0.3333333333333333,1
CHEMBL1020,EFO_1001375,0.3333333333333333,1
CHEMBL1020,EFO_0000712,0.3333333333333333,1
CHEMBL1023,EFO_0002913,0.125,1
CHEMBL10247,OBA_VT0001253,0.3333333333333333,1
CHEMBL1025,EFO_0008546,1.0,1
CHEMBL102714,MONDO_0005301,0.5,2
CHEMBL102714,MONDO_0004985,0.25,1
CHEMBL102714,MONDO_0004975,0.5,2
CHEMBL1029,MONDO_0005148,0.3333333333333333,1
CHEMBL1029,EFO_1000060,0.3333333333333333,1
CHEMBL103,EFO_0007486,0.14285714285714285,1
CHEMBL103,EFO_1001051,0.14285714285714285,1
CHEMBL103,EFO_0000565,0.14285714285714285,1
CHEMBL103,EFO_0005558,0.14285714285714285,1
CHEMBL103,EFO_0003894,0.14285714285714285,1
CHEMBL103,EFO_0000731,0.14285714285714285,1
CHEMBL103,MONDO_0008728,0.14285714285714285,1
CHEMBL103,EFO_0007160,0.14285714285714285,1
CHEMBL103,MONDO_0003937,0.14285714285714285,1
CHEMBL103,MONDO_0001134,0.14285714285714285,1
CHEMBL103,MONDO_0004773,0.14285714285714285,1
CHEMBL103,EFO_0000676,0.14285714285714285,1
CHEMBL103,EFO_0000574,0.14285714285714285,1
CHEMBL103,EFO_0004255,0.14285714285714285,1
CHEMBL103,EFO_0000616,0.14285714285714285,1
CHEMBL103,EFO_0001356,0.14285714285714285,1
CHEMBL103,HP_0006536,0.14285714285714285,1
CHEMBL103,MONDO_0001572,0.14285714285714285,1
CHEMBL103,EFO_0004714,0.14285714285714285,1
CHEMBL103,EFO_1001417,0.14285714285714285,1
CHEMBL103104,MONDO_0005301,0.5,1
CHEMBL103104,MONDO_0004975,0.5,1
CHEMBL103115,MONDO_0005301,0.5,1
CHEMBL103115,MONDO_0004975,0.5,1
CHEMBL10316,HP_0001742,0.16666666666666666,1
CHEMBL10316,EFO_0006336,0.16666666666666666,1
CHEMBL10316,EFO_0005611,0.16666666666666666,1
CHEMBL10316,EFO_0003888,0.16666666666666666,1
CHEMBL10316,MONDO_0005041,0.16666666666666666,1
CHEMBL1034,EFO_0005757,0.5,1
CHEMBL1034,EFO_0001645,0.5,1
CHEMBL1034,EFO_0002609,0.5,1
CHEMBL1034,MONDO_0002258,0.5,1
CHEMBL1034,HP_0001643,0.5,1
CHEMBL1034,EFO_0003956,0.5,1
CHEMBL1034,EFO_0000729,0.5,1
CHEMBL1034,MONDO_0000831,0.5,1
CHEMBL1034,Orphanet_733,0.5,1
CHEMBL1034,EFO_1001375,0.5,1
CHEMBL1034,EFO_0000712,0.5,1
CHEMBL10347,MONDO_0005271,0.16666666666666666,1
CHEMBL10347,EFO_0005251,0.16666666666666666,1
CHEMBL10347,HP_0001742,0.3333333333333333,2
CHEMBL10347,EFO_0006336,0.16666666666666666,1
CHEMBL10347,HP_0001945,0.16666666666666666,1
CHEMBL10347,EFO_0005611,0.16666666666666666,1
CHEMBL10347,MONDO_0004985,0.16666666666666666,1
CHEMBL10347,MONDO_0005041,0.16666666666666666,1
CHEMBL10347,EFO_0000319,0.16666666666666666,1
CHEMBL10347,EFO_0003888,0.16666666666666666,1
CHEMBL10347,EFO_0000537,0.16666666666666666,1
CHEMBL10347,EFO_0003756,0.16666666666666666,1
CHEMBL1036,HP_0002013,0.5,1
CHEMBL1036,EFO_0007319,0.5,1
CHEMBL1036,EFO_0008533,0.5,1
CHEMBL1036,EFO_0001356,0.5,1
CHEMBL1036,HP_0002017,0.5,1
CHEMBL1036,EFO_0007486,0.5,1
CHEMBL103667,MONDO_0015277,0.018518518518518517,1
CHEMBL103667,EFO_0003060,0.018518518518518517,1
CHEMBL103667,EFO_0000339,0.018518518518518517,1
CHEMBL103667,EFO_0004833,0.018518518518518517,1
CHEMBL103667,EFO_0001645,0.018518518518518517,1
CHEMBL103667,MONDO_0004992,0.018518518518518517,1
CHEMBL103667,EFO_0010116,0.018518518518518517,1
CHEMBL103667,MONDO_0054695,0.018518518518518517,1
CHEMBL103667,EFO_0005091,0.018518518518518517,1
CHEMBL103667,MONDO_0032913,0.018518518518518517,1
CHEMBL103667,MONDO_0014704,0.018518518518518517,1
CHEMBL103667,MONDO_0024519,0.018518518518518517,1
CHEMBL103667,EFO_1001901,0.018518518518518517,1
CHEMBL103667,EFO_0004995,0.037037037037037035,2
CHEMBL103667,EFO_0000239,0.018518518518518517,1
CHEMBL103667,OBA_2050068,0.018518518518518517,1
CHEMBL103667,MONDO_0005575,0.018518518518518517,1
CHEMBL103667,EFO_0001071,0.018518518518518517,1
CHEMBL103667,EFO_0000768,0.018518518518518517,1
CHEMBL103667,EFO_0000681,0.018518518518518517,1
CHEMBL103667,EFO_0004532,0.018518518518518517,1
CHEMBL103667,EFO_0000616,0.018518518518518517,1
CHEMBL103667,MONDO_0004643,0.018518518518518517,1
CHEMBL103667,EFO_1001480,0.018518518518518517,1
CHEMBL103667,EFO_0009448,0.018518518518518517,1
CHEMBL103667,Orphanet_98994,0.018518518518518517,1
CHEMBL103667,MONDO_0015356,0.018518518518518517,1
CHEMBL104,EFO_0006336,0.06666666666666667,1
CHEMBL104,HP_0001657,0.06666666666666667,1
CHEMBL104,EFO_0000677,0.06666666666666667,1
CHEMBL104,MONDO_0017910,0.06666666666666667,1
CHEMBL104,EFO_0000764,0.06666666666666667,1
CHEMBL104,OBA_1000110,0.06666666666666667,1
CHEMBL104,MONDO_0010979,0.06666666666666667,1
CHEMBL104,EFO_0022041,0.06666666666666667,1
CHEMBL104,EFO_0004895,0.06666666666666667,1
CHEMBL1042,EFO_0005754,0.5,1
CHEMBL1042,Orphanet_93160,0.5,1
CHEMBL1042,EFO_0009451,0.5,1
CHEMBL104829,MONDO_0044300,1.0,1
CHEMBL1054,EFO_0009373,0.125,1
CHEMBL1054,HP_0001250,0.125,1
CHEMBL105442,MONDO_0018997,0.25,1
CHEMBL1055,EFO_0009373,0.125,1
CHEMBL1055,HP_0001250,0.125,1
CHEMBL105712,HP_0000155,1.0,1
CHEMBL1062,MONDO_0008728,0.3333333333333333,1
CHEMBL1062,MONDO_0003937,0.3333333333333333,1
CHEMBL1062,EFO_1001051,0.3333333333333333,1
CHEMBL1062,EFO_0000565,0.3333333333333333,1
CHEMBL1062,MONDO_0004773,0.3333333333333333,1
CHEMBL1062,EFO_0000676,0.3333333333333333,1
CHEMBL1062,EFO_0000574,0.3333333333333333,1
CHEMBL1062,EFO_0005558,0.3333333333333333,1
CHEMBL1062,HP_0006536,0.3333333333333333,1
CHEMBL1062,EFO_0007160,0.3333333333333333,1
CHEMBL1062,EFO_1001417,0.3333333333333333,1
CHEMBL1064,EFO_0021901,1.0,1
CHEMBL1064,OBA_1001011,1.0,1
CHEMBL1064,MONDO_0001336,1.0,1
CHEMBL1064,EFO_0022276,1.0,1
CHEMBL1064,EFO_0920021,1.0,1
CHEMBL1064,EFO_0022294,1.0,1
CHEMBL1064,MONDO_0005301,1.0,1
CHEMBL1064,EFO_0010733,1.0,1
CHEMBL1064,EFO_0022148,1.0,1
CHEMBL1065,HP_0002013,0.1,1
CHEMBL1065,EFO_0007319,0.1,1
CHEMBL1065,EFO_0008533,0.1,1
CHEMBL1065,EFO_0001356,0.1,1
CHEMBL1065,HP_0002017,0.1,1
CHEMBL1065,EFO_0007486,0.1,1
CHEMBL1065,EFO_0000677,0.1,1
CHEMBL1065,EFO_0004895,0.1,1
CHEMBL1066,EFO_0022041,1.0,1
CHEMBL106666,EFO_0004509,1.0,1
CHEMBL1069,MONDO_0005148,1.0,1
CHEMBL1069,EFO_0000612,1.0,1
CHEMBL1069,EFO_0003086,1.0,1
CHEMBL106939,OBA_0003277,1.0,1
CHEMBL107,EFO_0004541,1.0,1
CHEMBL107,EFO_0004611,1.0,1
CHEMBL107,EFO_0004615,1.0,1
CHEMBL1071,EFO_0005757,0.3333333333333333,1
CHEMBL1071,EFO_0001645,0.3333333333333333,1
CHEMBL1071,EFO_0002609,0.3333333333333333,1
CHEMBL1071,MONDO_0002258,0.3333333333333333,1
CHEMBL1071,HP_0001643,0.3333333333333333,1
CHEMBL1071,EFO_0003956,0.3333333333333333,1
CHEMBL1071,EFO_0000729,0.3333333333333333,1
CHEMBL1071,MONDO_0000831,0.3333333333333333,1
CHEMBL1071,Orphanet_733,0.3333333333333333,1
CHEMBL1071,EFO_1001375,0.3333333333333333,1
CHEMBL1071,EFO_0000712,0.3333333333333333,1
CHEMBL107217,EFO_0009373,1.0,1
CHEMBL107367,EFO_0004509,0.5,1
CHEMBL107400,EFO_0004527,0.5,1
CHEMBL107400,EFO_1002017,0.5,1
CHEMBL1076211,EFO_0001356,0.5,1
CHEMBL1076211,EFO_0006336,0.5,1
CHEMBL1076211,EFO_0005611,0.5,1
CHEMBL1076211,EFO_0007486,0.5,1
CHEMBL1076211,MONDO_0005041,0.5,1
CHEMBL1076347,EFO_0004458,0.3333333333333333,1
CHEMBL1076438,MONDO_0001572,1.0,1
CHEMBL1076438,EFO_0000731,1.0,1
CHEMBL1076438,EFO_0003894,1.0,1
CHEMBL1076889,HP_0001250,1.0,1
CHEMBL1077,EFO_0005757,0.5,1
CHEMBL1077,EFO_0001645,0.5,1
CHEMBL1077,EFO_0002609,0.5,1
CHEMBL1077,MONDO_0002258,0.5,1
CHEMBL1077,HP_0001643,0.5,1
CHEMBL1077,EFO_0003956,0.5,1
CHEMBL1077,EFO_0000729,0.5,1
CHEMBL1077,MONDO_0000831,0.5,1
CHEMBL1077,Orphanet_733,0.5,1
CHEMBL1077,EFO_1001375,0.5,1
CHEMBL1077,EFO_0000712,0.5,1
CHEMBL1077995,EFO_0007989,1.0,1
CHEMBL1078088,EFO_0007989,1.0,1
CHEMBL1078089,EFO_0007989,1.0,1
CHEMBL1078178,OBA_0003460,0.027777777777777776,1
CHEMBL1078178,EFO_0005804,0.027777777777777776,1
CHEMBL1078178,EFO_0004587,0.027777777777777776,1
CHEMBL1078178,MONDO_0005041,0.027777777777777776,1
CHEMBL1078178,EFO_0005772,0.027777777777777776,1
CHEMBL1078178,EFO_0004617,0.027777777777777776,1
CHEMBL1078178,MONDO_0016660,0.027777777777777776,1
CHEMBL1078178,EFO_0004627,0.027777777777777776,1
CHEMBL1078178,EFO_0000616,0.027777777777777776,1
CHEMBL1078178,HP_0000964,0.027777777777777776,1
CHEMBL1078178,EFO_0000729,0.027777777777777776,1
CHEMBL1078314,EFO_0022265,1.0,1
CHEMBL1078314,EFO_1001395,1.0,1
CHEMBL1078442,EFO_0004612,1.0,1
CHEMBL1078534,OBA_1000110,1.0,1
CHEMBL1078685,EFO_0000565,0.5,1
CHEMBL1078983,EFO_0009050,1.0,1
CHEMBL1078983,MONDO_0100283,1.0,1
CHEMBL1079421,HP_0003418,1.0,1
CHEMBL1079421,EFO_0009846,1.0,1
CHEMBL1079935,HP_0003418,1.0,1
CHEMBL1079935,EFO_0009846,1.0,1
CHEMBL1080386,EFO_0008546,0.5,1
CHEMBL1080884,OBA_0003277,0.5,1
CHEMBL1082407,EFO_0000616,0.5,1
CHEMBL1082407,EFO_0004714,0.5,1
CHEMBL1082607,MONDO_0004979,1.0,1
CHEMBL1082607,EFO_0000341,1.0,1
CHEMBL1083372,EFO_0022041,0.3333333333333333,1
CHEMBL1083390,HP_0002013,0.25,1
CHEMBL1083390,EFO_0007319,0.25,1
CHEMBL1083390,MONDO_0004985,0.25,1
CHEMBL1083390,EFO_0008533,0.25,1
CHEMBL1083390,HP_0002017,0.25,1
CHEMBL1083390,EFO_0003756,0.25,1
CHEMBL1083426,HP_0001742,0.3333333333333333,1
CHEMBL1083426,HP_0001945,0.3333333333333333,1
CHEMBL1083426,OBA_0003277,0.3333333333333333,1
CHEMBL1083426,MONDO_0002050,0.3333333333333333,1
CHEMBL1083426,EFO_0007214,0.3333333333333333,1
CHEMBL1083426,EFO_1000453,0.3333333333333333,1
CHEMBL1083708,HP_0001742,0.5,1
CHEMBL1083708,HP_0001945,0.5,1
CHEMBL1083708,OBA_0003277,0.5,1
CHEMBL1083708,MONDO_0002050,0.5,1
CHEMBL1083708,EFO_0007214,0.5,1
CHEMBL1083708,EFO_1000453,0.5,1
CHEMBL1084033,HP_0001742,0.5,1
CHEMBL1084033,HP_0001945,0.5,1
CHEMBL1084033,OBA_0003277,0.5,1
CHEMBL1084033,MONDO_0002050,0.5,1
CHEMBL1084033,EFO_0007214,0.5,1
CHEMBL1084033,EFO_1000453,0.5,1
CHEMBL1084513,EFO_0005917,1.0,1
CHEMBL1084546,MONDO_0007844,0.0125,1
CHEMBL1084546,MONDO_0003060,0.0125,1
CHEMBL1084546,EFO_0004833,0.0125,1
CHEMBL1084546,MONDO_0014658,0.0125,1
CHEMBL1084546,EFO_0001645,0.0125,1
CHEMBL1084546,EFO_0010116,0.0125,1
CHEMBL1084546,EFO_0004587,0.0125,1
CHEMBL1084546,EFO_0004627,0.0125,1
CHEMBL1084546,OBA_1000032,0.0125,1
CHEMBL1084546,EFO_0000239,0.0125,1
CHEMBL1084546,EFO_0004995,0.0125,1
CHEMBL1084546,OBA_2050068,0.0125,1
CHEMBL1084546,MONDO_0004975,0.025,2
CHEMBL1084546,MONDO_0005575,0.0125,1
CHEMBL1084546,OBA_0003460,0.0125,1
CHEMBL1084546,EFO_0000768,0.0125,1
CHEMBL1084546,MONDO_0007793,0.0125,1
CHEMBL1084546,EFO_0000681,0.025,2
CHEMBL1084546,EFO_0005772,0.0125,1
CHEMBL1084546,EFO_0004617,0.0125,1
CHEMBL1084546,EFO_0000729,0.0125,1
CHEMBL1084546,EFO_0009448,0.0125,1
CHEMBL1084546,MONDO_0015356,0.0125,1
CHEMBL1084546,EFO_0000339,0.0125,1
CHEMBL1084546,EFO_0000571,0.0125,1
CHEMBL1084546,MONDO_0004985,0.0125,1
CHEMBL1084546,MONDO_0032913,0.0125,1
CHEMBL1084546,MONDO_0014704,0.0125,1
CHEMBL1084546,OBA_VT0001253,0.0125,1
CHEMBL1084546,MONDO_0024519,0.0125,1
CHEMBL1084546,EFO_0005541,0.0125,1
CHEMBL1084546,EFO_0004344,0.0125,1
CHEMBL1084546,EFO_1000172,0.0125,1
CHEMBL1084546,EFO_0005804,0.0125,1
CHEMBL1084546,EFO_1000566,0.0125,1
CHEMBL1084546,Orphanet_85165,0.0125,1
CHEMBL1084546,Orphanet_140162,0.0125,1
CHEMBL1084546,MONDO_0004643,0.0125,1
CHEMBL1084546,MONDO_0005301,0.025,2
CHEMBL1084546,MONDO_0004992,0.0125,1
CHEMBL1084611,HP_0000155,1.0,1
CHEMBL1084647,EFO_0000712,0.3333333333333333,1
CHEMBL1084647,EFO_0000341,0.3333333333333333,1
CHEMBL1084647,MONDO_0005041,0.6666666666666666,2
CHEMBL1084647,MONDO_0004979,0.3333333333333333,1
CHEMBL1084647,HP_0006536,0.3333333333333333,1
CHEMBL1084647,EFO_0004614,0.3333333333333333,1
CHEMBL1084647,OBA_1001087,0.3333333333333333,1
CHEMBL1084647,EFO_0022148,0.3333333333333333,1
CHEMBL1084647,EFO_0006335,0.3333333333333333,1
CHEMBL1085100,HP_0000155,1.0,1
CHEMBL1085101,HP_0000155,1.0,1
CHEMBL1085832,HP_0000155,1.0,1
CHEMBL1085849,HP_0000155,1.0,1
CHEMBL1085948,HP_0000155,1.0,1
CHEMBL1086997,MONDO_0005148,0.5,1
CHEMBL1086997,EFO_1000060,0.5,1
CHEMBL1087512,MONDO_0001572,1.0,1
CHEMBL1087512,EFO_0000731,1.0,1
CHEMBL1087512,EFO_0003894,1.0,1
CHEMBL10878,MONDO_0005148,0.3333333333333333,1
CHEMBL10878,MONDO_0003406,0.3333333333333333,1
CHEMBL1088977,MONDO_0014944,0.25,1
CHEMBL108925,EFO_0005772,0.5,1
CHEMBL1090089,MONDO_0004992,0.1111111111111111,1
CHEMBL1090090,MONDO_0019625,0.125,1
CHEMBL1090479,MONDO_0007844,0.05555555555555555,1
CHEMBL1090479,EFO_0004833,0.05555555555555555,1
CHEMBL1090479,EFO_0001645,0.05555555555555555,1
CHEMBL1090479,EFO_0000681,0.1111111111111111,2
CHEMBL1090479,MONDO_0015356,0.05555555555555555,1
CHEMBL1090479,EFO_0005772,0.05555555555555555,1
CHEMBL1090479,MONDO_0032913,0.05555555555555555,1
CHEMBL1090479,MONDO_0004643,0.05555555555555555,1
CHEMBL1090479,EFO_0009448,0.05555555555555555,1
CHEMBL1090479,EFO_1001480,0.05555555555555555,1
CHEMBL1090479,EFO_0005541,0.05555555555555555,1
CHEMBL1090479,MONDO_0024519,0.05555555555555555,1
CHEMBL1090479,EFO_0000239,0.05555555555555555,1
CHEMBL1090479,OBA_2050068,0.05555555555555555,1
CHEMBL1090479,MONDO_0004992,0.05555555555555555,1
CHEMBL1090479,EFO_0004995,0.05555555555555555,1
CHEMBL1091513,EFO_0003096,0.3333333333333333,1
CHEMBL1091513,EFO_0003888,0.3333333333333333,1
CHEMBL1091644,Orphanet_140162,0.08333333333333333,1
CHEMBL1091644,MONDO_0004643,0.08333333333333333,1
CHEMBL1091644,OBA_1000032,0.08333333333333333,1
CHEMBL1091644,EFO_0004833,0.08333333333333333,1
CHEMBL1091644,EFO_0000681,0.08333333333333333,1
CHEMBL1091644,EFO_0004344,0.08333333333333333,1
CHEMBL1091644,EFO_0004995,0.08333333333333333,1
CHEMBL1092,EFO_0005854,0.2,1
CHEMBL1092,EFO_0004190,0.2,1
CHEMBL1092,MONDO_0004247,0.4,2
CHEMBL1092,EFO_0009869,0.2,1
CHEMBL1092,EFO_0006928,0.2,1
CHEMBL1093264,EFO_0000400,1.0,1
CHEMBL1093458,EFO_0008560,1.0,1
CHEMBL1093458,EFO_0004314,1.0,1
CHEMBL1093458,EFO_0003882,1.0,1
CHEMBL1093458,EFO_0004324,1.0,1
CHEMBL1093458,EFO_0009270,1.0,1
CHEMBL1094208,MONDO_0008728,1.0,1
CHEMBL1094208,MONDO_0003937,1.0,1
CHEMBL1094208,EFO_1001051,1.0,1
CHEMBL1094208,EFO_0000565,1.0,1
CHEMBL1094208,MONDO_0004773,1.0,1
CHEMBL1094208,EFO_0000676,1.0,1
CHEMBL1094208,EFO_0000574,1.0,1
CHEMBL1094208,EFO_0005558,1.0,1
CHEMBL1094208,HP_0006536,1.0,1
CHEMBL1094208,EFO_0007160,1.0,1
CHEMBL1094208,EFO_1001417,1.0,1
CHEMBL1094231,MONDO_0008728,1.0,1
CHEMBL1094231,MONDO_0003937,1.0,1
CHEMBL1094231,EFO_1001051,1.0,1
CHEMBL1094231,EFO_0000565,1.0,1
CHEMBL1094231,MONDO_0004773,1.0,1
CHEMBL1094231,EFO_0000676,1.0,1
CHEMBL1094231,EFO_0000574,1.0,1
CHEMBL1094231,EFO_0005558,1.0,1
CHEMBL1094231,HP_0006536,1.0,1
CHEMBL1094231,EFO_0007160,1.0,1
CHEMBL1094231,EFO_1001417,1.0,1
CHEMBL1094250,EFO_0004842,0.25,1
CHEMBL1094366,EFO_0004842,0.25,1
CHEMBL1094408,OBA_2050068,0.2,1
CHEMBL1094408,MONDO_0032913,0.2,1
CHEMBL1094636,HP_0001249,0.125,1
CHEMBL1094636,MONDO_0013578,0.125,1
CHEMBL1094636,MONDO_0008170,0.25,2
CHEMBL1094785,MONDO_0004979,1.0,1
CHEMBL1094785,EFO_0000341,1.0,1
CHEMBL109480,OBA_2050096,0.14285714285714285,1
CHEMBL109480,EFO_0004530,0.14285714285714285,1
CHEMBL109480,MONDO_0004992,0.14285714285714285,1
CHEMBL1095032,HP_0002140,1.0,1
CHEMBL1095032,MONDO_0018660,1.0,1
CHEMBL1095097,MONDO_0001134,1.0,1
CHEMBL1095097,EFO_0004255,1.0,1
CHEMBL1095098,MONDO_0001134,1.0,1
CHEMBL1095098,EFO_0004255,1.0,1
CHEMBL1095541,MONDO_0008728,1.0,1
CHEMBL1095541,MONDO_0003937,1.0,1
CHEMBL1095541,EFO_1001051,1.0,1
CHEMBL1095541,EFO_0000565,1.0,1
CHEMBL1095541,MONDO_0004773,1.0,1
CHEMBL1095541,EFO_0000676,1.0,1
CHEMBL1095541,EFO_0000574,1.0,1
CHEMBL1095541,EFO_0005558,1.0,1
CHEMBL1095541,HP_0006536,1.0,1
CHEMBL1095541,EFO_0007160,1.0,1
CHEMBL1095541,EFO_1001417,1.0,1
CHEMBL1095777,MONDO_0005271,0.125,1
CHEMBL1095777,EFO_0005251,0.125,1
CHEMBL1095777,HP_0001742,0.25,2
CHEMBL1095777,HP_0001945,0.25,2
CHEMBL1095777,MONDO_0002050,0.125,1
CHEMBL1095777,EFO_1000453,0.125,1
CHEMBL1095777,HP_0012735,0.125,1
CHEMBL1095777,OBA_0003277,0.125,1
CHEMBL1095777,EFO_0004614,0.125,1
CHEMBL1095777,EFO_0005252,0.125,1
CHEMBL1095777,EFO_0000712,0.125,1
CHEMBL1095777,OBA_1001087,0.125,1
CHEMBL1095777,EFO_0006335,0.125,1
CHEMBL1095777,EFO_0000341,0.125,1
CHEMBL1095777,MONDO_0005041,0.125,1
CHEMBL1095777,EFO_0000319,0.125,1
CHEMBL1095777,EFO_0007214,0.25,2
CHEMBL1095777,MONDO_0004979,0.125,1
CHEMBL1095777,EFO_0003956,0.125,1
CHEMBL1095777,EFO_0005751,0.125,1
CHEMBL1095777,HP_0006536,0.125,1
CHEMBL1095777,EFO_0022148,0.125,1
CHEMBL1096146,EFO_0004587,0.5,1
CHEMBL1096146,EFO_0003929,0.5,1
CHEMBL1096146,EFO_0000729,0.5,1
CHEMBL109648,MONDO_0005149,0.5,1
CHEMBL109648,EFO_0000319,0.5,1
CHEMBL109648,EFO_0006335,0.5,1
CHEMBL10971,HP_0002017,0.5,1
CHEMBL1097107,EFO_0009188,0.5,1
CHEMBL1097279,EFO_0000275,0.5,1
CHEMBL1097371,OBA_1000110,1.0,1
CHEMBL1097764,OBA_1000110,1.0,1
CHEMBL1097999,EFO_0000681,0.5,1
CHEMBL1097999,EFO_0004833,0.5,1
CHEMBL1097999,MONDO_0004643,0.5,1
CHEMBL1097999,EFO_0004995,0.5,1
CHEMBL1099308,OBA_1000110,1.0,1
CHEMBL11,EFO_0007319,0.14285714285714285,1
CHEMBL11,HP_0001742,0.14285714285714285,1
CHEMBL11,EFO_0008533,0.14285714285714285,1
CHEMBL11,HP_0002017,0.2857142857142857,2
CHEMBL11,HP_0001945,0.14285714285714285,1
CHEMBL11,MONDO_0002050,0.14285714285714285,1
CHEMBL11,EFO_0007214,0.14285714285714285,1
CHEMBL11,EFO_1000453,0.14285714285714285,1
CHEMBL11,HP_0002013,0.14285714285714285,1
CHEMBL11,OBA_0003277,0.14285714285714285,1
CHEMBL1101,EFO_0005854,0.25,1
CHEMBL1101,EFO_0004190,0.25,1
CHEMBL1101,MONDO_0004247,0.5,2
CHEMBL1101,EFO_0009869,0.25,1
CHEMBL1101,EFO_0006928,0.25,1
CHEMBL110317,EFO_0003756,0.3333333333333333,1
CHEMBL110317,MONDO_0005090,0.3333333333333333,1
CHEMBL110317,EFO_0000474,0.3333333333333333,1
CHEMBL110317,MONDO_0004985,0.3333333333333333,1
CHEMBL110458,MONDO_0005148,0.5,1
CHEMBL110458,EFO_1000060,0.5,1
CHEMBL110691,MONDO_0008728,1.0,1
CHEMBL110691,MONDO_0003937,1.0,1
CHEMBL110691,EFO_1001051,1.0,1
CHEMBL110691,EFO_0000565,1.0,1
CHEMBL110691,MONDO_0004773,1.0,1
CHEMBL110691,EFO_0000676,1.0,1
CHEMBL110691,EFO_0000574,1.0,1
CHEMBL110691,EFO_0005558,1.0,1
CHEMBL110691,HP_0006536,1.0,1
CHEMBL110691,EFO_0007160,1.0,1
CHEMBL110691,EFO_1001417,1.0,1
CHEMBL110739,EFO_0004541,0.25,1
CHEMBL110739,EFO_0004611,0.25,1
CHEMBL110739,EFO_0004615,0.25,1
CHEMBL110739,MONDO_0001134,0.25,1
CHEMBL110739,EFO_0004255,0.25,1
CHEMBL1108,MONDO_0005271,0.08333333333333333,1
CHEMBL1108,EFO_0007319,0.08333333333333333,1
CHEMBL1108,EFO_0005251,0.08333333333333333,1
CHEMBL1108,EFO_0008533,0.08333333333333333,1
CHEMBL1108,EFO_0006336,0.08333333333333333,1
CHEMBL1108,HP_0001945,0.08333333333333333,1
CHEMBL1108,EFO_0005611,0.08333333333333333,1
CHEMBL1108,HP_0002017,0.16666666666666666,2
CHEMBL1108,HP_0001742,0.08333333333333333,1
CHEMBL1108,EFO_0000677,0.08333333333333333,1
CHEMBL1108,MONDO_0005041,0.08333333333333333,1
