drug,disease,jaccard_score,n_connecting_targets
CHEMBL12713,EFO_0004895,0.09090909090909091,1
CHEMBL1272,Orphanet_552,1.0,1
CHEMBL127273,EFO_0005854,0.2,1
CHEMBL127273,EFO_0004190,0.2,1
CHEMBL127273,MONDO_0004247,0.4,2
CHEMBL127273,EFO_0009869,0.2,1
CHEMBL127273,EFO_0006928,0.2,1
CHEMBL1274,EFO_0000616,1.0,1
CHEMBL1274,EFO_0004714,1.0,1
CHEMBL127508,HP_0002017,1.0,1
CHEMBL1276127,MONDO_0005301,0.3333333333333333,1
CHEMBL1276127,MONDO_0004985,0.3333333333333333,1
CHEMBL1276127,MONDO_0004975,0.3333333333333333,1
CHEMBL1276308,EFO_1001051,0.16666666666666666,1
CHEMBL1276308,EFO_0000565,0.16666666666666666,1
CHEMBL1276308,EFO_1001417,0.16666666666666666,1
CHEMBL1276308,EFO_0005558,0.16666666666666666,1
CHEMBL1276308,EFO_0003894,0.16666666666666666,1
CHEMBL1276308,MONDO_0008728,0.16666666666666666,1
CHEMBL1276308,EFO_0007160,0.16666666666666666,1
CHEMBL1276308,EFO_0022041,0.16666666666666666,1
CHEMBL1276308,EFO_0000731,0.16666666666666666,1
CHEMBL1276308,MONDO_0007254,0.16666666666666666,1
CHEMBL1276308,MONDO_0003937,0.16666666666666666,1
CHEMBL1276308,MONDO_0001134,0.16666666666666666,1
CHEMBL1276308,MONDO_0004773,0.16666666666666666,1
CHEMBL1276308,EFO_0000676,0.16666666666666666,1
CHEMBL1276308,EFO_0000574,0.16666666666666666,1
CHEMBL1276308,EFO_0000616,0.16666666666666666,1
CHEMBL1276308,HP_0006536,0.16666666666666666,1
CHEMBL1276308,MONDO_0001572,0.16666666666666666,1
CHEMBL1276308,EFO_0004714,0.16666666666666666,1
CHEMBL1276308,EFO_0004255,0.16666666666666666,1
CHEMBL1276973,EFO_0000400,1.0,1
CHEMBL1277001,EFO_0000474,1.0,1
CHEMBL1277072,MONDO_0005575,0.3333333333333333,1
CHEMBL1277072,EFO_1001901,0.3333333333333333,1
CHEMBL1277072,EFO_0000768,0.3333333333333333,1
CHEMBL1277072,EFO_0005091,0.3333333333333333,1
CHEMBL1277072,MONDO_0014704,0.3333333333333333,1
CHEMBL1278,EFO_0003756,0.3333333333333333,1
CHEMBL1278,MONDO_0005090,0.3333333333333333,1
CHEMBL1278,EFO_0000474,0.3333333333333333,1
CHEMBL1278,MONDO_0004985,0.3333333333333333,1
CHEMBL1278146,MONDO_0005575,0.3333333333333333,1
CHEMBL1278146,EFO_1001901,0.3333333333333333,1
CHEMBL1278146,EFO_0000768,0.3333333333333333,1
CHEMBL1278146,EFO_0005091,0.3333333333333333,1
CHEMBL1278146,MONDO_0014704,0.3333333333333333,1
CHEMBL1279,EFO_0003756,0.3333333333333333,1
CHEMBL1279,MONDO_0005090,0.3333333333333333,1
CHEMBL1279,EFO_0000474,0.3333333333333333,1
CHEMBL1279,MONDO_0004985,0.3333333333333333,1
CHEMBL128,MONDO_0004985,0.1111111111111111,1
CHEMBL128,EFO_0010282,0.1111111111111111,1
CHEMBL128,HP_0002017,0.1111111111111111,1
CHEMBL128,EFO_0000474,0.1111111111111111,1
CHEMBL128,EFO_0003756,0.1111111111111111,1
CHEMBL128,MONDO_0005090,0.2222222222222222,2
CHEMBL128168,HP_0001742,0.25,1
CHEMBL128168,EFO_0006336,0.25,1
CHEMBL128168,EFO_0005611,0.25,1
CHEMBL128168,EFO_0003888,0.25,1
CHEMBL128168,MONDO_0005041,0.25,1
CHEMBL128365,EFO_0005854,0.25,1
CHEMBL128365,EFO_0004190,0.25,1
CHEMBL128365,MONDO_0004247,0.5,2
CHEMBL128365,EFO_0009869,0.25,1
CHEMBL1287853,MONDO_0007844,0.0072992700729927005,1
CHEMBL1287853,MONDO_0008824,0.0072992700729927005,1
CHEMBL1287853,MONDO_0003060,0.0072992700729927005,1
CHEMBL1287853,Orphanet_207,0.0072992700729927005,1
CHEMBL1287853,EFO_0004833,0.0072992700729927005,1
CHEMBL1287853,MONDO_0014658,0.0072992700729927005,1
CHEMBL1287853,EFO_0010116,0.0072992700729927005,1
CHEMBL1287853,EFO_0004587,0.0072992700729927005,1
CHEMBL1287853,MONDO_0054695,0.0072992700729927005,1
CHEMBL1287853,MONDO_0100101,0.0072992700729927005,1
CHEMBL1287853,EFO_0004627,0.0072992700729927005,1
CHEMBL1287853,EFO_1001901,0.0072992700729927005,1
CHEMBL1287853,EFO_0000239,0.0072992700729927005,1
CHEMBL1287853,EFO_0004995,0.0072992700729927005,1
CHEMBL1287853,OBA_0003460,0.0072992700729927005,1
CHEMBL1287853,EFO_0000768,0.0072992700729927005,1
CHEMBL1287853,MONDO_0007793,0.0072992700729927005,1
CHEMBL1287853,EFO_0000681,0.014598540145985401,2
CHEMBL1287853,MONDO_0009329,0.0072992700729927005,1
CHEMBL1287853,EFO_0005772,0.014598540145985401,2
CHEMBL1287853,EFO_0004617,0.0072992700729927005,1
CHEMBL1287853,HP_0000964,0.0072992700729927005,1
CHEMBL1287853,EFO_0000729,0.0072992700729927005,1
CHEMBL1287853,MONDO_0001056,0.0072992700729927005,1
CHEMBL1287853,MONDO_0019625,0.0072992700729927005,1
CHEMBL1287853,MONDO_0015356,0.0072992700729927005,1
CHEMBL1287853,MONDO_0019200,0.0072992700729927005,1
CHEMBL1287853,EFO_0000339,0.0072992700729927005,1
CHEMBL1287853,EFO_0000571,0.0072992700729927005,1
CHEMBL1287853,EFO_0004314,0.0072992700729927005,1
CHEMBL1287853,EFO_0005091,0.0072992700729927005,1
CHEMBL1287853,MONDO_0014704,0.0072992700729927005,1
CHEMBL1287853,OBA_VT0001253,0.0072992700729927005,1
CHEMBL1287853,EFO_0009118,0.0072992700729927005,1
CHEMBL1287853,EFO_1001469,0.0072992700729927005,1
CHEMBL1287853,MONDO_0024519,0.0072992700729927005,1
CHEMBL1287853,EFO_0005541,0.014598540145985401,2
CHEMBL1287853,EFO_0005804,0.0072992700729927005,1
CHEMBL1287853,EFO_1000566,0.0072992700729927005,1
CHEMBL1287853,Orphanet_85165,0.0072992700729927005,1
CHEMBL1287853,MONDO_0016660,0.0072992700729927005,1
CHEMBL1287853,MONDO_0004643,0.0072992700729927005,1
CHEMBL1287853,EFO_0000616,0.0072992700729927005,1
CHEMBL1287853,MONDO_0004992,0.014598540145985401,2
CHEMBL1288786,EFO_0009373,0.25,1
CHEMBL1288786,HP_0001250,0.25,1
CHEMBL1289,HP_0001742,0.09090909090909091,1
CHEMBL1289,EFO_0005611,0.09090909090909091,1
CHEMBL1289,EFO_0006336,0.09090909090909091,1
CHEMBL1289,EFO_0003888,0.09090909090909091,1
CHEMBL1289,OBA_0003277,0.09090909090909091,1
CHEMBL1289,EFO_0000677,0.09090909090909091,1
CHEMBL1289,MONDO_0005041,0.09090909090909091,1
CHEMBL1289,EFO_0004895,0.09090909090909091,1
CHEMBL1289494,MONDO_0015277,0.03571428571428571,1
CHEMBL1289494,MONDO_0007844,0.03571428571428571,1
CHEMBL1289494,EFO_0004833,0.03571428571428571,1
CHEMBL1289494,EFO_0001645,0.03571428571428571,1
CHEMBL1289494,EFO_0010116,0.03571428571428571,1
CHEMBL1289494,EFO_0005091,0.03571428571428571,1
CHEMBL1289494,MONDO_0032913,0.03571428571428571,1
CHEMBL1289494,MONDO_0014704,0.03571428571428571,1
CHEMBL1289494,MONDO_0024519,0.03571428571428571,1
CHEMBL1289494,EFO_0005541,0.03571428571428571,1
CHEMBL1289494,EFO_1001901,0.03571428571428571,1
CHEMBL1289494,EFO_0000239,0.03571428571428571,1
CHEMBL1289494,EFO_0004995,0.03571428571428571,1
CHEMBL1289494,OBA_2050068,0.03571428571428571,1
CHEMBL1289494,EFO_1000172,0.03571428571428571,1
CHEMBL1289494,MONDO_0005575,0.03571428571428571,1
CHEMBL1289494,EFO_0000768,0.03571428571428571,1
CHEMBL1289494,EFO_0000681,0.07142857142857142,2
CHEMBL1289494,MONDO_0015356,0.03571428571428571,1
CHEMBL1289494,EFO_0005772,0.03571428571428571,1
CHEMBL1289494,EFO_0004532,0.03571428571428571,1
CHEMBL1289494,Orphanet_140162,0.03571428571428571,1
CHEMBL1289494,EFO_0000616,0.03571428571428571,1
CHEMBL1289494,MONDO_0004643,0.03571428571428571,1
CHEMBL1289494,EFO_1001480,0.03571428571428571,1
CHEMBL1289494,EFO_0009448,0.03571428571428571,1
CHEMBL1289494,Orphanet_98994,0.03571428571428571,1
CHEMBL1289494,MONDO_0004992,0.07142857142857142,2
CHEMBL1289601,MONDO_0007844,0.045454545454545456,1
CHEMBL1289601,MONDO_0003060,0.045454545454545456,1
CHEMBL1289601,Orphanet_207,0.045454545454545456,1
CHEMBL1289601,MONDO_0014658,0.045454545454545456,1
CHEMBL1289601,EFO_0001645,0.045454545454545456,1
CHEMBL1289601,EFO_0005091,0.045454545454545456,1
CHEMBL1289601,MONDO_0032913,0.045454545454545456,1
CHEMBL1289601,MONDO_0014704,0.045454545454545456,1
CHEMBL1289601,OBA_VT0001253,0.045454545454545456,1
CHEMBL1289601,EFO_0009118,0.045454545454545456,1
CHEMBL1289601,MONDO_0024519,0.045454545454545456,1
CHEMBL1289601,EFO_0005541,0.09090909090909091,2
CHEMBL1289601,EFO_1001901,0.045454545454545456,1
CHEMBL1289601,EFO_0004995,0.045454545454545456,1
CHEMBL1289601,EFO_0000239,0.045454545454545456,1
CHEMBL1289601,OBA_2050068,0.045454545454545456,1
CHEMBL1289601,MONDO_0005575,0.045454545454545456,1
CHEMBL1289601,EFO_0000768,0.045454545454545456,1
CHEMBL1289601,MONDO_0007793,0.045454545454545456,1
CHEMBL1289601,EFO_0000681,0.045454545454545456,1
CHEMBL1289601,MONDO_0015356,0.045454545454545456,1
CHEMBL1289601,Orphanet_85165,0.045454545454545456,1
CHEMBL1289601,EFO_0009448,0.045454545454545456,1
CHEMBL1289601,MONDO_0001056,0.045454545454545456,1
CHEMBL1289601,MONDO_0004992,0.045454545454545456,1
CHEMBL1289926,MONDO_0007844,0.023809523809523808,1
CHEMBL1289926,MONDO_0003060,0.023809523809523808,1
CHEMBL1289926,Orphanet_207,0.023809523809523808,1
CHEMBL1289926,EFO_0004833,0.023809523809523808,1
CHEMBL1289926,MONDO_0014658,0.023809523809523808,1
CHEMBL1289926,EFO_0001645,0.023809523809523808,1
CHEMBL1289926,EFO_0005091,0.023809523809523808,1
CHEMBL1289926,MONDO_0032913,0.023809523809523808,1
CHEMBL1289926,MONDO_0014704,0.023809523809523808,1
CHEMBL1289926,OBA_VT0001253,0.023809523809523808,1
CHEMBL1289926,EFO_0009118,0.023809523809523808,1
CHEMBL1289926,MONDO_0024519,0.023809523809523808,1
CHEMBL1289926,EFO_0005541,0.047619047619047616,2
CHEMBL1289926,EFO_1001901,0.023809523809523808,1
CHEMBL1289926,EFO_0004995,0.047619047619047616,2
CHEMBL1289926,EFO_0000239,0.023809523809523808,1
CHEMBL1289926,OBA_2050068,0.023809523809523808,1
CHEMBL1289926,MONDO_0005575,0.023809523809523808,1
CHEMBL1289926,EFO_0000768,0.023809523809523808,1
CHEMBL1289926,MONDO_0007793,0.023809523809523808,1
CHEMBL1289926,EFO_0000681,0.047619047619047616,2
CHEMBL1289926,MONDO_0015356,0.023809523809523808,1
CHEMBL1289926,EFO_0005772,0.047619047619047616,2
CHEMBL1289926,Orphanet_85165,0.023809523809523808,1
CHEMBL1289926,Orphanet_140162,0.023809523809523808,1
CHEMBL1289926,MONDO_0004643,0.023809523809523808,1
CHEMBL1289926,EFO_1001480,0.023809523809523808,1
CHEMBL1289926,EFO_0009448,0.023809523809523808,1
CHEMBL1289926,MONDO_0001056,0.023809523809523808,1
CHEMBL1289926,MONDO_0004992,0.047619047619047616,2
CHEMBL1290247,MONDO_0005575,1.0,1
CHEMBL1290361,MONDO_0005575,1.0,1
CHEMBL1290459,EFO_0003956,1.0,1
CHEMBL1290459,Orphanet_733,1.0,1
CHEMBL1290459,EFO_1001375,1.0,1
CHEMBL1290459,EFO_0001645,1.0,1
CHEMBL1290459,MONDO_0002258,1.0,1
CHEMBL1290459,MONDO_0000831,1.0,1
CHEMBL129198,HP_0002017,0.3333333333333333,1
CHEMBL1293,EFO_0005058,1.0,1
CHEMBL1293,EFO_0004530,1.0,1
CHEMBL1293,OBA_0003460,1.0,1
CHEMBL1293,EFO_0800371,1.0,1
CHEMBL129451,HP_0001249,0.3333333333333333,1
CHEMBL129451,MONDO_0013578,0.3333333333333333,1
CHEMBL1297,EFO_0000729,1.0,1
CHEMBL1297,EFO_0005757,1.0,1
CHEMBL1297,EFO_0002609,1.0,1
CHEMBL1297,HP_0001643,1.0,1
CHEMBL1297,EFO_0000712,1.0,1
CHEMBL129795,EFO_1000760,0.1111111111111111,1
CHEMBL129795,MONDO_0011198,0.1111111111111111,1
CHEMBL129795,MONDO_0007254,0.1111111111111111,1
CHEMBL12980,MONDO_0004247,0.5,1
CHEMBL12980,EFO_0006928,0.5,1
CHEMBL129837,EFO_0008546,0.5,1
CHEMBL129857,MONDO_0004643,0.2,1
CHEMBL129857,EFO_0004833,0.2,1
CHEMBL129857,EFO_0000681,0.2,1
CHEMBL129857,EFO_0005772,0.2,1
CHEMBL129857,EFO_0004995,0.2,1
CHEMBL129857,EFO_0000764,0.2,1
CHEMBL12998,EFO_0000712,0.3333333333333333,1
CHEMBL12998,EFO_0000341,0.3333333333333333,1
CHEMBL12998,MONDO_0005041,0.6666666666666666,2
CHEMBL12998,MONDO_0004979,0.3333333333333333,1
CHEMBL12998,HP_0006536,0.3333333333333333,1
CHEMBL12998,EFO_0004614,0.3333333333333333,1
CHEMBL12998,OBA_1001087,0.3333333333333333,1
CHEMBL12998,EFO_0022148,0.3333333333333333,1
CHEMBL12998,EFO_0006335,0.3333333333333333,1
CHEMBL13,EFO_0000712,0.5,1
CHEMBL13,EFO_0000341,0.5,1
CHEMBL13,MONDO_0005041,0.5,1
CHEMBL13,MONDO_0004979,0.5,1
CHEMBL13,HP_0006536,0.5,1
CHEMBL13,EFO_0004614,0.5,1
CHEMBL13,OBA_1001087,0.5,1
CHEMBL13,EFO_0022148,0.5,1
CHEMBL13,EFO_0006335,0.5,1
CHEMBL1303,EFO_0007319,0.25,1
CHEMBL1303,MONDO_0002009,0.25,1
CHEMBL1303,EFO_0008533,0.25,1
CHEMBL1303,HP_0002017,0.25,1
CHEMBL1303,HP_0002013,0.25,1
CHEMBL1303,EFO_0000677,0.25,1
CHEMBL1303,EFO_0004895,0.25,1
CHEMBL13045,EFO_0004509,0.5,1
CHEMBL130458,EFO_0008546,1.0,1
CHEMBL130835,EFO_0005854,0.2,1
CHEMBL130835,EFO_0004190,0.2,1
CHEMBL130835,MONDO_0004247,0.4,2
CHEMBL130835,EFO_0009869,0.2,1
CHEMBL130835,EFO_0006928,0.2,1
CHEMBL130880,EFO_0008546,1.0,1
CHEMBL131,MONDO_0008728,0.125,1
CHEMBL131,MONDO_0003937,0.125,1
CHEMBL131,EFO_1001051,0.125,1
CHEMBL131,EFO_0000565,0.125,1
CHEMBL131,EFO_0010934,0.125,1
CHEMBL131,MONDO_0004773,0.125,1
CHEMBL131,MONDO_0100062,0.125,1
CHEMBL131,MONDO_0001134,0.125,1
CHEMBL131,EFO_0000676,0.125,1
CHEMBL131,EFO_0000574,0.125,1
CHEMBL131,EFO_0004255,0.125,1
CHEMBL131,EFO_0005558,0.125,1
CHEMBL131,HP_0006536,0.125,1
CHEMBL131,EFO_0007160,0.125,1
CHEMBL131,EFO_1001417,0.125,1
CHEMBL131428,MONDO_0004247,1.0,1
CHEMBL1314749,EFO_0005058,1.0,1
CHEMBL1314749,EFO_0004530,1.0,1
CHEMBL1314749,OBA_0003460,1.0,1
CHEMBL1314749,EFO_0800371,1.0,1
CHEMBL1316,EFO_0005757,0.3333333333333333,1
CHEMBL1316,EFO_0001645,0.3333333333333333,1
CHEMBL1316,EFO_0002609,0.3333333333333333,1
CHEMBL1316,MONDO_0002258,0.3333333333333333,1
CHEMBL1316,HP_0001643,0.3333333333333333,1
CHEMBL1316,EFO_0003956,0.3333333333333333,1
CHEMBL1316,EFO_0000729,0.3333333333333333,1
CHEMBL1316,MONDO_0000831,0.3333333333333333,1
CHEMBL1316,Orphanet_733,0.3333333333333333,1
CHEMBL1316,EFO_1001375,0.3333333333333333,1
CHEMBL1316,EFO_0000712,0.3333333333333333,1
CHEMBL131921,OBA_1000110,0.3333333333333333,1
CHEMBL1319362,EFO_0005854,0.2,1
CHEMBL1319362,EFO_0004190,0.2,1
CHEMBL1319362,MONDO_0004247,0.4,2
CHEMBL1319362,EFO_0009869,0.2,1
CHEMBL1319362,EFO_0006928,0.2,1
CHEMBL132530,OBA_1000110,1.0,1
CHEMBL13280,EFO_0008526,0.5,1
CHEMBL13280,EFO_0000474,0.5,1
CHEMBL13280,HP_0000739,0.5,1
CHEMBL13280,EFO_0004263,0.5,1
CHEMBL1328088,EFO_0005058,1.0,1
CHEMBL1328088,EFO_0004530,1.0,1
CHEMBL1328088,OBA_0003460,1.0,1
CHEMBL1328088,EFO_0800371,1.0,1
CHEMBL1330,EFO_0022041,1.0,1
CHEMBL133342,MONDO_0005301,0.2,1
CHEMBL133342,MONDO_0004975,0.2,1
CHEMBL1333512,HP_0001742,0.25,1
CHEMBL1333512,HP_0001945,0.25,1
CHEMBL1333512,EFO_0005757,0.25,1
CHEMBL1333512,EFO_0001645,0.25,1
CHEMBL1333512,EFO_0002609,0.25,1
CHEMBL1333512,MONDO_0002258,0.25,1
CHEMBL1333512,MONDO_0002050,0.25,1
CHEMBL1333512,HP_0001643,0.25,1
CHEMBL1333512,EFO_0007214,0.25,1
CHEMBL1333512,EFO_1000453,0.25,1
CHEMBL1333512,EFO_0003956,0.25,1
CHEMBL1333512,EFO_0000729,0.25,1
CHEMBL1333512,MONDO_0000831,0.25,1
CHEMBL1333512,Orphanet_733,0.25,1
CHEMBL1333512,EFO_1001375,0.25,1
CHEMBL1333512,EFO_0000712,0.25,1
CHEMBL1336,MONDO_0007844,0.01282051282051282,1
CHEMBL1336,MONDO_0015277,0.01282051282051282,1
CHEMBL1336,EFO_0003060,0.01282051282051282,1
CHEMBL1336,MONDO_0008824,0.01282051282051282,1
CHEMBL1336,EFO_0000339,0.01282051282051282,1
CHEMBL1336,EFO_0004833,0.01282051282051282,1
CHEMBL1336,EFO_0001645,0.01282051282051282,1
CHEMBL1336,EFO_0010116,0.01282051282051282,1
CHEMBL1336,EFO_0004587,0.01282051282051282,1
CHEMBL1336,MONDO_0054695,0.01282051282051282,1
CHEMBL1336,MONDO_0100101,0.01282051282051282,1
CHEMBL1336,EFO_0005091,0.01282051282051282,1
CHEMBL1336,MONDO_0032913,0.01282051282051282,1
CHEMBL1336,MONDO_0014704,0.01282051282051282,1
CHEMBL1336,MONDO_0024519,0.01282051282051282,1
CHEMBL1336,MONDO_0018997,0.01282051282051282,1
CHEMBL1336,EFO_0005541,0.01282051282051282,1
CHEMBL1336,EFO_0000239,0.01282051282051282,1
CHEMBL1336,EFO_0004995,0.01282051282051282,1
CHEMBL1336,OBA_2050068,0.01282051282051282,1
CHEMBL1336,EFO_1001901,0.01282051282051282,1
CHEMBL1336,EFO_1000172,0.01282051282051282,1
CHEMBL1336,MONDO_0005575,0.01282051282051282,1
CHEMBL1336,EFO_0001071,0.01282051282051282,1
CHEMBL1336,EFO_0000768,0.01282051282051282,1
CHEMBL1336,EFO_0000681,0.02564102564102564,2
CHEMBL1336,MONDO_0015356,0.01282051282051282,1
CHEMBL1336,EFO_0005772,0.02564102564102564,2
CHEMBL1336,EFO_0004532,0.01282051282051282,1
CHEMBL1336,Orphanet_98994,0.01282051282051282,1
CHEMBL1336,MONDO_0004643,0.01282051282051282,1
CHEMBL1336,EFO_0000616,0.01282051282051282,1
CHEMBL1336,EFO_1001480,0.01282051282051282,1
CHEMBL1336,EFO_0009448,0.01282051282051282,1
CHEMBL1336,OBA_2050096,0.01282051282051282,1
CHEMBL1336,EFO_0005106,0.01282051282051282,1
CHEMBL1336,MONDO_0004992,0.02564102564102564,2
CHEMBL13378,MONDO_0007079,0.2,1
CHEMBL13378,MONDO_0016532,0.2,1
CHEMBL13378,EFO_0000474,0.2,1
CHEMBL1339,EFO_0004234,1.0,1
CHEMBL1339,EFO_0004309,1.0,1
CHEMBL134,EFO_0022304,0.14285714285714285,1
CHEMBL134,MONDO_0005271,0.14285714285714285,1
CHEMBL134,EFO_0005251,0.14285714285714285,1
CHEMBL134,HP_0001742,0.2857142857142857,2
CHEMBL134,EFO_0006336,0.14285714285714285,1
CHEMBL134,HP_0001945,0.14285714285714285,1
CHEMBL134,EFO_0005611,0.14285714285714285,1
CHEMBL134,EFO_0800494,0.14285714285714285,1
CHEMBL134,HP_0012735,0.14285714285714285,1
CHEMBL134,EFO_0004574,0.14285714285714285,1
CHEMBL134,EFO_0003888,0.14285714285714285,1
CHEMBL134,EFO_0005252,0.14285714285714285,1
CHEMBL134,EFO_0022146,0.14285714285714285,1
CHEMBL134,EFO_0022266,0.14285714285714285,1
CHEMBL134,EFO_0004529,0.14285714285714285,1
CHEMBL134,MONDO_0005041,0.14285714285714285,1
CHEMBL134,EFO_0000319,0.14285714285714285,1
CHEMBL134,EFO_0007214,0.14285714285714285,1
CHEMBL134,EFO_0800074,0.14285714285714285,1
CHEMBL134,EFO_0022225,0.14285714285714285,1
CHEMBL134,EFO_0003956,0.14285714285714285,1
CHEMBL134,EFO_0005751,0.14285714285714285,1
CHEMBL134,EFO_0800380,0.14285714285714285,1
CHEMBL134,EFO_0022164,0.14285714285714285,1
CHEMBL1340,HP_0001250,0.5,1
CHEMBL134561,MONDO_0044300,1.0,1
CHEMBL1346,EFO_0000341,0.125,1
CHEMBL1346,HP_0006536,0.125,1
CHEMBL1346,OBA_1001087,0.125,1
CHEMBL1346,MONDO_0005041,0.125,1
CHEMBL1346,EFO_0006928,0.125,1
CHEMBL1346,MONDO_0004979,0.125,1
CHEMBL1346,EFO_0005854,0.125,1
CHEMBL1346,EFO_0004190,0.125,1
CHEMBL1346,MONDO_0004247,0.25,2
CHEMBL1346,EFO_0009869,0.125,1
CHEMBL1346,EFO_0004614,0.125,1
CHEMBL1346,EFO_0000712,0.125,1
CHEMBL1346,EFO_0022148,0.125,1
CHEMBL1346,EFO_0006335,0.125,1
CHEMBL134641,EFO_0005854,0.2,1
CHEMBL134641,EFO_0004190,0.2,1
CHEMBL134641,MONDO_0004247,0.4,2
CHEMBL134641,EFO_0009869,0.2,1
CHEMBL134641,EFO_0006928,0.2,1
CHEMBL1346946,Orphanet_88632,1.0,1
CHEMBL13470,EFO_0022041,0.5,1
CHEMBL13485,MONDO_0007844,0.2,1
CHEMBL13485,MONDO_0005575,0.2,1
CHEMBL13485,EFO_0000768,0.2,1
CHEMBL13485,EFO_0000681,0.2,1
CHEMBL13485,EFO_0005091,0.2,1
CHEMBL13485,MONDO_0014704,0.2,1
CHEMBL13485,EFO_0005541,0.2,1
CHEMBL13485,EFO_1001901,0.2,1
CHEMBL13485,MONDO_0004992,0.2,1
CHEMBL135,EFO_0008560,0.125,1
CHEMBL135,EFO_0004314,0.125,1
CHEMBL135,EFO_0004324,0.125,1
CHEMBL135,EFO_0003882,0.125,1
CHEMBL135,EFO_0000616,0.125,1
CHEMBL135,EFO_0004714,0.125,1
CHEMBL135,EFO_0009270,0.125,1
CHEMBL135,MONDO_0007254,0.125,1
CHEMBL1354199,EFO_0005854,0.2,1
CHEMBL1354199,EFO_0004190,0.2,1
CHEMBL1354199,MONDO_0004247,0.4,2
CHEMBL1354199,EFO_0009869,0.2,1
CHEMBL1354199,EFO_0006928,0.2,1
CHEMBL1355736,MONDO_0019514,0.3333333333333333,1
CHEMBL1358,EFO_0004611,0.16666666666666666,1
CHEMBL1358,EFO_0008560,0.16666666666666666,1
CHEMBL1358,EFO_0004314,0.16666666666666666,1
CHEMBL1358,EFO_0004324,0.16666666666666666,1
CHEMBL1358,EFO_0003882,0.16666666666666666,1
CHEMBL1358,EFO_0003894,0.16666666666666666,1
CHEMBL1358,MONDO_0001572,0.16666666666666666,1
CHEMBL1358,EFO_0000731,0.16666666666666666,1
CHEMBL1358,EFO_0009270,0.16666666666666666,1
CHEMBL1358,MONDO_0007254,0.16666666666666666,1
CHEMBL13608,MONDO_0005575,0.5,1
CHEMBL13608,MONDO_0014704,0.5,1
CHEMBL13608,EFO_0000768,0.5,1
CHEMBL1363,EFO_0000712,0.5,1
CHEMBL1363,EFO_0000341,0.5,1
CHEMBL1363,MONDO_0005041,0.5,1
CHEMBL1363,MONDO_0004979,0.5,1
CHEMBL1363,HP_0006536,0.5,1
CHEMBL1363,EFO_0004614,0.5,1
CHEMBL1363,OBA_1001087,0.5,1
CHEMBL1363,EFO_0022148,0.5,1
CHEMBL1363,EFO_0006335,0.5,1
CHEMBL13647,MONDO_0005271,0.2,1
CHEMBL13647,EFO_0007319,0.2,1
CHEMBL13647,EFO_0005251,0.2,1
CHEMBL13647,HP_0001742,0.4,2
CHEMBL13647,MONDO_0004985,0.2,1
CHEMBL13647,HP_0001945,0.2,1
CHEMBL13647,EFO_0008533,0.2,1
CHEMBL13647,HP_0002017,0.2,1
CHEMBL13647,EFO_0000319,0.2,1
CHEMBL13647,EFO_0007214,0.2,1
CHEMBL13647,HP_0012735,0.2,1
CHEMBL13647,HP_0002013,0.2,1
CHEMBL13647,EFO_0003956,0.2,1
CHEMBL13647,EFO_0005751,0.2,1
CHEMBL13647,EFO_0000537,0.2,1
CHEMBL13647,EFO_0003756,0.2,1
CHEMBL13647,EFO_0005252,0.2,1
CHEMBL1366,MONDO_0008728,0.16666666666666666,1
CHEMBL1366,MONDO_0003937,0.16666666666666666,1
CHEMBL1366,EFO_0006336,0.16666666666666666,1
CHEMBL1366,EFO_0005611,0.16666666666666666,1
CHEMBL1366,EFO_1001051,0.16666666666666666,1
CHEMBL1366,EFO_0000565,0.16666666666666666,1
CHEMBL1366,MONDO_0005041,0.16666666666666666,1
CHEMBL1366,MONDO_0004773,0.16666666666666666,1
CHEMBL1366,EFO_0000677,0.16666666666666666,1
CHEMBL1366,EFO_0000676,0.16666666666666666,1
CHEMBL1366,EFO_0000574,0.16666666666666666,1
CHEMBL1366,MONDO_0002009,0.16666666666666666,1
CHEMBL1366,EFO_0005558,0.16666666666666666,1
CHEMBL1366,HP_0006536,0.16666666666666666,1
CHEMBL1366,EFO_0007160,0.16666666666666666,1
CHEMBL1366,EFO_0004895,0.16666666666666666,1
CHEMBL1366,EFO_1001417,0.16666666666666666,1
CHEMBL136711,EFO_0000677,1.0,1
CHEMBL136711,EFO_0004895,1.0,1
CHEMBL1370,MONDO_0008728,0.3333333333333333,1
CHEMBL1370,MONDO_0003937,0.3333333333333333,1
CHEMBL1370,EFO_1001051,0.3333333333333333,1
CHEMBL1370,EFO_0000565,0.3333333333333333,1
CHEMBL1370,MONDO_0001134,0.3333333333333333,1
CHEMBL1370,MONDO_0004773,0.3333333333333333,1
CHEMBL1370,EFO_0007160,0.3333333333333333,1
CHEMBL1370,EFO_0000676,0.3333333333333333,1
CHEMBL1370,EFO_0000574,0.3333333333333333,1
CHEMBL1370,EFO_0004255,0.3333333333333333,1
CHEMBL1370,EFO_0005558,0.3333333333333333,1
CHEMBL1370,EFO_0003894,0.3333333333333333,1
CHEMBL1370,HP_0006536,0.3333333333333333,1
CHEMBL1370,MONDO_0001572,0.3333333333333333,1
CHEMBL1370,EFO_0000731,0.3333333333333333,1
CHEMBL1370,EFO_1001417,0.3333333333333333,1
CHEMBL1374751,EFO_0000712,0.5,1
CHEMBL1374751,EFO_0000341,0.5,1
CHEMBL1374751,MONDO_0005041,0.5,1
CHEMBL1374751,MONDO_0004979,0.5,1
